"tax_id","org_name","rRNA16S_genes","tRNA_genes","reference","ref_type"
1702221,"Faecalibaculum rodentium",14,NA,NA,NA
86029,"Bacillus subtilis subsp. natto",10,NA,NA,NA
61652,"Serratia rubidaea",7,NA,NA,NA
777,"Coxiella burnetii",1,NA,NA,NA
1063,"Cereibacter sphaeroides",3,NA,NA,NA
1795631,"Variovorax sp. PAMC 28711",2,NA,NA,NA
48296,"Acinetobacter pittii",6,NA,NA,NA
37927,"Sinomonas atrocyanea",4,NA,NA,NA
1795630,"Frondihabitans sp. PAMC 28766",2,NA,NA,NA
1795874,"Burkholderia sp. PAMC 28687",4,NA,NA,NA
1379909,"Rufibacter sp. DG15C",3,NA,NA,NA
1609559,"Pyrococcus kukulkanii",1,NA,NA,NA
686597,"Martelella sp. AD-3",3,NA,NA,NA
374923,"Shigella flexneri 1a",7,NA,NA,NA
1478,"Peribacillus simplex",14,NA,NA,NA
1455592,"Pasteurella multocida subsp. multocida PMTB2.1",6,NA,NA,NA
47878,"Pseudomonas azotoformans",6,NA,NA,NA
674703,"Rhodoplanes sp. Z2-YC6860",1,NA,NA,NA
465721,"Steroidobacter denitrificans",1,NA,NA,NA
42897,"Shigella flexneri 2a",7,NA,NA,NA
94132,"Ramlibacter tataouinensis",2,NA,NA,NA
996,"Flavobacterium columnare",12,NA,NA,NA
1421,"Lysinibacillus sphaericus",12,NA,NA,NA
1771,"Mycolicibacterium phlei",2,NA,NA,NA
33967,"Leuconostoc mesenteroides subsp. mesenteroides",4,NA,NA,NA
158899,"Collimonas fungivorans",3,NA,NA,NA
279113,"Collimonas pratensis",3,NA,NA,NA
243899,"endosymbiont 'TC1' of Trimyema compressum",2,NA,NA,NA
1390,"Bacillus amyloliquefaciens",8,NA,NA,NA
305,"Ralstonia solanacearum",2,NA,NA,NA
53408,"Pseudomonas citronellolis",5,NA,NA,NA
82983,"Obesumbacterium proteus",8,NA,NA,NA
146827,"Corynebacterium simulans",4,NA,NA,NA
1470434,"Zhongshania aliphaticivorans",3,NA,NA,NA
1806885,"Sphingorhabdus sp. M41",2,NA,NA,NA
1759399,"Streptococcus sp. A12",4,NA,NA,NA
188932,"Pedobacter cryoconitis",6,NA,NA,NA
91890,"Legionella pneumophila subsp. pascullei",3,NA,NA,NA
1476,"Sporosarcina psychrophila",10,NA,NA,NA
1311,"Streptococcus agalactiae",5,NA,NA,NA
1813182,"Geobacillus sp. JS12",9,NA,NA,NA
53952,"Thermococcus peptonophilus",1,NA,NA,NA
654,"Aeromonas veronii",10,NA,NA,NA
1699622,"Psychrobacter sp. P2G3",4,NA,NA,NA
1699624,"Psychrobacter sp. P11G5",4,NA,NA,NA
1355101,"Escherichia coli JJ1887",7,NA,NA,NA
1727163,"Algoriphagus sanaruensis",3,NA,NA,NA
80869,"Acidovorax citrulli",3,NA,NA,NA
1333538,"Bacillus amyloliquefaciens UMAF6639",9,NA,NA,NA
1434324,"Bacillus amyloliquefaciens UMAF6614",9,NA,NA,NA
1785145,"Pseudomonas glycinae",5,NA,NA,NA
714,"Aggregatibacter actinomycetemcomitans",6,NA,NA,NA
1402,"Bacillus licheniformis",8,NA,NA,NA
1484116,"Hymenobacter sp. PAMC 26554",3,NA,NA,NA
1117645,"Elizabethkingia anophelis",5,NA,NA,NA
1390,"Bacillus amyloliquefaciens",7,NA,NA,NA
1496303,"Bacillus subtilis subsp. globigii",8,NA,NA,NA
43263,"Pseudomonas alcaligenes",3,NA,NA,NA
1814128,"Streptococcus halotolerans",6,NA,NA,NA
1188315,"Streptomyces sp. AgN23",6,NA,NA,NA
1351,"Enterococcus faecalis",4,NA,NA,NA
1591088,"Helicobacter himalayensis",2,NA,NA,NA
1648,"Erysipelothrix rhusiopathiae",9,NA,NA,NA
782,"Rickettsia prowazekii",1,NA,NA,NA
83263,"Aminobacter aminovorans",3,NA,NA,NA
83262,"Mycobacteroides immunogenum",2,NA,NA,NA
198620,"Pseudomonas koreensis",5,NA,NA,NA
1703,"Brevibacterium linens",4,NA,NA,NA
261164,"Psychrobacter alimentarius",5,NA,NA,NA
446,"Legionella pneumophila",3,NA,NA,NA
1441627,"Escherichia coli str. Sanji",7,NA,NA,NA
61435,"Dehalococcoides mccartyi",1,NA,NA,NA
76802,"Xanthomonas citri pv. aurantifolii",2,NA,NA,NA
1632864,"Planctomyces sp. SH-PL14",2,NA,NA,NA
1630693,"Gemmata sp. SH-PL17",3,NA,NA,NA
1632865,"Pirellula sp. SH-Sr6A",1,NA,NA,NA
1636152,"Planctomyces sp. SH-PL62",4,NA,NA,NA
1219058,"Sphingopyxis terrae subsp. terrae NBRC 15098",1,NA,NA,NA
51663,"Pediococcus damnosus",4,NA,NA,NA
72407,"Klebsiella pneumoniae subsp. pneumoniae",7,NA,NA,NA
1823759,"Desulfuromonas sp. DDH964",2,NA,NA,NA
388950,"Pontibacter akesuensis",4,NA,NA,NA
1783515,"Streptomyces qaidamensis",6,NA,NA,NA
263,"Francisella tularensis",3,NA,NA,NA
1283,"Staphylococcus haemolyticus",6,NA,NA,NA
1549855,"Haematospirillum jordaniae",5,NA,NA,NA
1173939,"Salmonella enterica subsp. enterica serovar Weltevreden str. 1655",7,NA,NA,NA
1407071,"Acinetobacter sp. TGL-Y2",7,NA,NA,NA
515393,"Pseudomonas yamanorum",5,NA,NA,NA
241244,"Rummeliibacillus stabekisii",12,NA,NA,NA
252514,"Microbulbifer thermotolerans",3,NA,NA,NA
129338,"Geobacillus subterraneus",9,NA,NA,NA
39645,"Mesorhizobium ciceri",2,NA,NA,NA
278148,"Mesorhizobium ciceri biovar biserrulae",2,NA,NA,NA
1855912,"Luteitalea pratensis",1,NA,NA,NA
70255,"Staphylococcus condimenti",6,NA,NA,NA
1828,"Rhodococcus fascians",4,NA,NA,NA
1653478,"Rhodococcus sp. PBTS 1",3,NA,NA,NA
1454586,"Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1736",7,NA,NA,NA
1454593,"Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1765",7,NA,NA,NA
1454583,"Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1783",8,NA,NA,NA
1454584,"Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1727",7,NA,NA,NA
1454587,"Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1676",7,NA,NA,NA
1335048,"Frigidibacter mobilis",2,NA,NA,NA
1051973,"Rhodococcus fascians D188",4,NA,NA,NA
141679,"Photorhabdus laumondii subsp. laumondii",7,NA,NA,NA
1454588,"Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1677",7,NA,NA,NA
1825069,"Streptococcus marmotae",4,NA,NA,NA
1454589,"Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1728",7,NA,NA,NA
1827481,"Enterobacter sp. ODB01",8,NA,NA,NA
1454594,"Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1766",7,NA,NA,NA
1454641,"Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2010K-1587",7,NA,NA,NA
1454596,"Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1781",7,NA,NA,NA
1454643,"Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2011K-1702",7,NA,NA,NA
1454634,"Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1880",7,NA,NA,NA
1454630,"Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1808",7,NA,NA,NA
1454647,"Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1810",7,NA,NA,NA
1454638,"Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1898",7,NA,NA,NA
1454645,"Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2009K-2059",7,NA,NA,NA
1454644,"Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2009K-1640",7,NA,NA,NA
1454640,"Salmonella enterica subsp. enterica serovar Typhimurium str. CDC H2662",7,NA,NA,NA
1454636,"Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1896",7,NA,NA,NA
1633874,"Acetobacter oryzifermentans",5,NA,NA,NA
59204,"Salmonella enterica subsp. diarizonae",7,NA,NA,NA
1221500,"Fictibacillus phosphorivorans",7,NA,NA,NA
1300342,"Dokdonella koreensis DS-123",2,NA,NA,NA
1460372,"Mycobacteroides chelonae CCUG 47445",1,NA,NA,NA
1442136,"Ectothiorhodospira sp. BSL-9",2,NA,NA,NA
1889,"Streptomyces ambofaciens",6,NA,NA,NA
1188256,"Rhodovulum sulfidophilum DSM 1374",3,NA,NA,NA
1490052,"Anoxybacillus sp. B2M1",9,NA,NA,NA
294699,"Anoxybacillus amylolyticus",7,NA,NA,NA
1490057,"Anoxybacillus sp. B7M1",9,NA,NA,NA
1417228,"Paraburkholderia phytofirmans OLGA172",7,NA,NA,NA
1396,"Bacillus cereus",16,NA,NA,NA
1396,"Bacillus cereus",15,NA,NA,NA
29433,"Moraxella ovis",4,NA,NA,NA
670,"Vibrio parahaemolyticus",11,NA,NA,NA
303,"Pseudomonas putida",6,NA,NA,NA
569,"Hafnia alvei",7,NA,NA,NA
1300344,"Isoptericola dokdonensis DS-3",4,NA,NA,NA
1827469,"Brevundimonas sp. GW460-12-10-14-LB2",2,NA,NA,NA
1961362,"Sphingomonas sp. NIC1",2,NA,NA,NA
195,"Campylobacter coli",4,NA,NA,NA
997877,"Phocaeicola dorei CL03T12C01",7,NA,NA,NA
1440,"Bacillus thuringiensis serovar alesti",12,NA,NA,NA
33888,"Rathayibacter tritici",2,NA,NA,NA
2906076,"Flavobacterium covae",13,NA,NA,NA
445710,"Dyella thiooxydans",2,NA,NA,NA
1354,"Enterococcus hirae",6,NA,NA,NA
1811193,"Streptococcus pantholopis",5,NA,NA,NA
1519,"Clostridium tyrobutyricum",6,NA,NA,NA
2741499,"Serratia surfactantfaciens",6,NA,NA,NA
255247,"Fictibacillus arsenicus",7,NA,NA,NA
1652495,"Corynebacterium crudilactis",6,NA,NA,NA
1718,"Corynebacterium glutamicum",5,NA,NA,NA
29491,"Aeromonas salmonicida subsp. salmonicida",9,NA,NA,NA
79604,"Denitrobacterium detoxificans",3,NA,NA,NA
1031746,"Campylobacter hyointestinalis subsp. hyointestinalis LMG 9260",3,NA,NA,NA
1031752,"Campylobacter hyointestinalis subsp. lawsonii CCUG 27631",3,NA,NA,NA
1182568,"Deinococcus puniceus",3,NA,NA,NA
1682113,"Mycobacterium sp. YC-RL4",2,NA,NA,NA
1178515,"Paenibacillus swuensis",10,NA,NA,NA
1492898,"Flavisolibacter tropicus",3,NA,NA,NA
93466,"Fervidobacterium pennivorans",2,NA,NA,NA
1727196,"Methylomonas sp. DH-1",3,NA,NA,NA
1225786,"Dickeya solani IPO 2222",7,NA,NA,NA
264697,"Peribacillus muralis",9,NA,NA,NA
1492,"Clostridium butyricum",8,NA,NA,NA
1712654,"Thermococcus piezophilus",1,NA,NA,NA
730,"[Haemophilus] ducreyi",6,NA,NA,NA
1608473,"Acinetobacter sp. NCu2D-2",7,NA,NA,NA
219572,"Pseudomonas antarctica",6,NA,NA,NA
118110,"Buchnera aphidicola (Schlechtendalia chinensis)",1,NA,NA,NA
1685010,"Chryseobacterium glaciei",7,NA,NA,NA
376489,"Halotalea alkalilenta",6,NA,NA,NA
1841249,"Streptomyces sp. RTd22",6,NA,NA,NA
33059,"Acidithiobacillus caldus",2,NA,NA,NA
1045010,"Escherichia coli O157",7,NA,NA,NA
1821621,"Marinobacterium aestuarii",6,NA,NA,NA
84292,"Microbacterium chocolatum",2,NA,NA,NA
419475,"Brucella pseudogrignonensis",5,NA,NA,NA
61646,"Lelliottia amnigena",7,NA,NA,NA
879274,"Shinella sp. HZN7",3,NA,NA,NA
1300347,"Nocardioides dokdonensis FR1436",3,NA,NA,NA
1300343,"Dokdonia donghaensis DSW-1",3,NA,NA,NA
1658665,"Mitsuaria sp. 7",2,NA,NA,NA
190721,"Ralstonia insidiosa",3,NA,NA,NA
1086726,"Francisella persica ATCC VR-331",3,NA,NA,NA
1176587,"Niabella ginsenosidivorans",2,NA,NA,NA
1849967,"Streptomyces sp. SAT1",6,NA,NA,NA
198620,"Pseudomonas koreensis",6,NA,NA,NA
1354275,"Mycolicibacterium vaccae 95051",2,NA,NA,NA
1338689,"Pseudomonas sp. JY-Q",7,NA,NA,NA
1534110,"Pseudomonas sp. DR 5-09",6,NA,NA,NA
1659194,"Pseudomonas sp. GR 6-02",6,NA,NA,NA
1855519,"Sphingobium sp. EP60837",2,NA,NA,NA
497725,"Kosakonia oryzae",7,NA,NA,NA
1850526,"Arachidicoccus sp. BS20",1,NA,NA,NA
499555,"Dietzia timorensis",2,NA,NA,NA
1867252,"Borrelia hermsii HS1",1,NA,NA,NA
146923,"Streptomyces parvulus",6,NA,NA,NA
453304,"Agromyces aureus",3,NA,NA,NA
1853130,"Pseudomonas silesiensis",7,NA,NA,NA
450378,"Croceicoccus marinus",2,NA,NA,NA
1339255,"Pasteurella multocida subsp. multocida HB01",6,NA,NA,NA
82996,"Serratia plymuthica",7,NA,NA,NA
476157,"Altererythrobacter ishigakiensis",1,NA,NA,NA
1112,"Erythrobacter neustonensis",2,NA,NA,NA
1715860,"Staphylococcus sp. AntiMn-1",7,NA,NA,NA
305,"Ralstonia solanacearum",4,NA,NA,NA
375175,"Loigolactobacillus backii",5,NA,NA,NA
1860122,"Halothiobacillus sp. LS2",2,NA,NA,NA
28038,"Latilactobacillus curvatus",6,NA,NA,NA
1703962,"Rhizobium sp. N1341",3,NA,NA,NA
396,"Rhizobium phaseoli",3,NA,NA,NA
1703966,"Rhizobium sp. N731",3,NA,NA,NA
1967781,"Rhizobium esperanzae",3,NA,NA,NA
1703961,"Rhizobium sp. N1314",3,NA,NA,NA
1703964,"Rhizobium sp. N621",3,NA,NA,NA
1703960,"Rhizobium sp. N113",3,NA,NA,NA
1703965,"Rhizobium sp. N6212",3,NA,NA,NA
1703969,"Rhizobium sp. N324",3,NA,NA,NA
1703968,"Rhizobium sp. N871",3,NA,NA,NA
1703967,"Rhizobium sp. N741",3,NA,NA,NA
1854057,"Mesorhizobium sp. AA22",2,NA,NA,NA
278153,"Mesorhizobium sp. WSM1497",2,NA,NA,NA
463025,"Bordetella bronchialis",3,NA,NA,NA
463014,"Bordetella flabilis",3,NA,NA,NA
935546,"Mesorhizobium loti NZP2037",2,NA,NA,NA
1266923,"Brachyspira hyodysenteriae ATCC 27164",1,NA,NA,NA
1580,"Levilactobacillus brevis",4,NA,NA,NA
553239,"Vibrio breoganii",9,NA,NA,NA
996,"Flavobacterium columnare",6,NA,NA,NA
1548547,"Woeseia oceani",1,NA,NA,NA
1630135,"Dermabacter vaginalis",3,NA,NA,NA
60890,"Phaeobacter gallaeciensis",4,NA,NA,NA
1759059,"Candidatus Viadribacter manganicus",1,NA,NA,NA
1519,"Clostridium tyrobutyricum",5,NA,NA,NA
670052,"Cryobacterium arcticum",3,NA,NA,NA
663,"Vibrio alginolyticus",9,NA,NA,NA
384,"Rhizobium leguminosarum",3,NA,NA,NA
1219067,"Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759",12,NA,NA,NA
691,"Vibrio natriegens",12,NA,NA,NA
442,"Gluconobacter oxydans",5,NA,NA,NA
1437364,"Thermosipho sp. 1070",4,NA,NA,NA
670,"Vibrio parahaemolyticus",13,NA,NA,NA
1191459,"Flammeovirga sp. MY04",8,NA,NA,NA
1723645,"Rhodococcus sp. 008",5,NA,NA,NA
283734,"Staphylococcus pseudintermedius",6,NA,NA,NA
283734,"Staphylococcus pseudintermedius",5,NA,NA,NA
1232385,"[Brevibacterium] flavum ZL-1",6,NA,NA,NA
1232384,"Corynebacterium glutamicum ZL-6",6,NA,NA,NA
1158459,"Kosakonia sacchari",7,NA,NA,NA
412614,"Vibrio cholerae 2740-80",10,NA,NA,NA
1764,"Mycobacterium avium",1,NA,NA,NA
1915,"Streptomyces lincolnensis",6,NA,NA,NA
1462996,"Paenibacillus yonginensis",10,NA,NA,NA
1758689,"Serinicoccus hydrothermalis",2,NA,NA,NA
1230341,"Salimicrobium jeotgali",7,NA,NA,NA
45658,"Vibrio scophthalmi",13,NA,NA,NA
37919,"Rhodococcus opacus",4,NA,NA,NA
520,"Bordetella pertussis",4,NA,NA,NA
32020,"Campylobacter fetus subsp. venerealis",3,NA,NA,NA
1082933,"Mesorhizobium amorphae CCNWGS0123",2,NA,NA,NA
1868325,"Prosthecochloris sp. CIB 2401",2,NA,NA,NA
1792508,"Salipiger sp. CCB-MM3",5,NA,NA,NA
1813019,"Campylobacter hepaticus",3,NA,NA,NA
645517,"Paraurantiacibacter namhicola",1,NA,NA,NA
1185653,"Planococcus antarcticus DSM 14505",9,NA,NA,NA
1215089,"Planococcus halocryophilus",10,NA,NA,NA
1038856,"Planococcus plakortidis",9,NA,NA,NA
192421,"Planococcus maritimus",9,NA,NA,NA
414778,"Planococcus donghaensis",11,NA,NA,NA
45658,"Vibrio scophthalmi",9,NA,NA,NA
292800,"Flavonifractor plautii",2,NA,NA,NA
302912,"Bifidobacterium animalis subsp. animalis",4,NA,NA,NA
1834196,"Lachnoclostridium sp. YL32",5,NA,NA,NA
1796613,"Bacteroides caecimuris",5,NA,NA,NA
239935,"Akkermansia muciniphila",3,NA,NA,NA
1796646,"Muribaculum intestinale",4,NA,NA,NA
1796616,"Blautia pseudococcoides",5,NA,NA,NA
1869170,"Rhizobium sp. S41",6,NA,NA,NA
1428,"Bacillus thuringiensis",15,NA,NA,NA
572545,"Acetivibrio thermocellus DSM 2360",4,NA,NA,NA
374981,"Synechococcus sp. PCC 7003",2,NA,NA,NA
195498,"Synechococcus sp. PCC 7117",2,NA,NA,NA
195248,"Synechococcus sp. PCC 8807",2,NA,NA,NA
222136,"Helicobacter enhydrae",2,NA,NA,NA
1274631,"Bradyrhizobium icense",1,NA,NA,NA
190148,"Bradyrhizobium paxllaeri",1,NA,NA,NA
1901,"Streptomyces clavuligerus",6,NA,NA,NA
1879050,"Acinetobacter wuhouensis",7,NA,NA,NA
1879049,"Acinetobacter sp. WCHAc010034",7,NA,NA,NA
1790137,"Wenyingzhuangia fucanilytica",4,NA,NA,NA
1810504,"Immundisolibacter cernigliae",1,NA,NA,NA
1121336,"Thermoclostridium stercorarium subsp. thermolacticum DSM 2910",3,NA,NA,NA
1346611,"Thermoclostridium stercorarium subsp. leptospartum DSM 9219",3,NA,NA,NA
1690815,"Pseudonocardia sp. HH130630-07",3,NA,NA,NA
1246,"Leuconostoc lactis",4,NA,NA,NA
1331258,"Bordetella pseudohinzii",3,NA,NA,NA
692370,"Tsuneonella dongtanensis",1,NA,NA,NA
2055,"Gordonia terrae",3,NA,NA,NA
670,"Vibrio parahaemolyticus",9,NA,NA,NA
118101,"Buchnera aphidicola (Diuraphis noxia)",1,NA,NA,NA
1033922,"Rhodococcus sp. WB1",4,NA,NA,NA
83617,"Stenotrophomonas nitritireducens",4,NA,NA,NA
1281,"Staphylococcus carnosus",6,NA,NA,NA
1586287,"Lentzea guizhouensis",5,NA,NA,NA
1197717,"Cloacibacillus porcorum",5,NA,NA,NA
53444,"Fructilactobacillus lindneri",7,NA,NA,NA
240427,"Secundilactobacillus paracollinoides",6,NA,NA,NA
187452,"Pediococcus claussenii",4,NA,NA,NA
2756,"Brochothrix thermosphacta",9,NA,NA,NA
2748,"Carnobacterium divergens",6,NA,NA,NA
2751,"Carnobacterium maltaromaticum",6,NA,NA,NA
1886807,"Pseudomonas sp. TMW 2.1634",8,NA,NA,NA
1789224,"Acinetobacter larvae",7,NA,NA,NA
216778,"Stenotrophomonas rhizophila",2,NA,NA,NA
42239,"Streptomyces sampsonii",7,NA,NA,NA
35814,"Bordetella holmesii",3,NA,NA,NA
519,"Bordetella parapertussis",3,NA,NA,NA
1697043,"Bordetella sp. H567",3,NA,NA,NA
1871111,"Acinetobacter defluvii",7,NA,NA,NA
1698524,"Microcystis aeruginosa NIES-2481",2,NA,NA,NA
163359,"Acidiferrobacter thiooxydans",1,NA,NA,NA
459526,"Flavobacterium anhuiense",5,NA,NA,NA
48664,"Xanthomonas fragariae",2,NA,NA,NA
2100,"Mesomycoplasma hyorhinis",1,NA,NA,NA
1758730,"Pseudomonas sp. BIOMIG1BAC",5,NA,NA,NA
85581,"Photobacterium damselae subsp. damselae",20,NA,NA,NA
1888195,"Streptococcus himalayensis",4,NA,NA,NA
1144748,"Kangiella sediminilitoris",2,NA,NA,NA
47879,"Pseudomonas corrugata",5,NA,NA,NA
294,"Pseudomonas fluorescens",1,NA,NA,NA
244566,"Pseudomonas lurida",5,NA,NA,NA
1856685,"Pseudomonas sp. TCU-HL1",5,NA,NA,NA
549,"Pantoea agglomerans",7,NA,NA,NA
51669,"Tetragenococcus halophilus",5,NA,NA,NA
202462,"Maize bushy stunt phytoplasma",2,NA,NA,NA
1842540,"Methyloversatilis sp. RAC08",2,NA,NA,NA
1842537,"Hydrogenophaga sp. RAC07",2,NA,NA,NA
1843368,"Sphingobium sp. RAC03",3,NA,NA,NA
1842535,"Blastomonas sp. RAC04",2,NA,NA,NA
1842539,"Bosea sp. RAC05",2,NA,NA,NA
1842536,"Agrobacterium sp. RAC06",3,NA,NA,NA
33010,"Cutibacterium avidum",3,NA,NA,NA
1842533,"Acidovorax sp. RAC01",3,NA,NA,NA
33959,"Lactobacillus johnsonii",7,NA,NA,NA
1891098,"Brucella sp. 2002734562",3,NA,NA,NA
216938,"Spiroplasma helicoides",1,NA,NA,NA
39950,"Dialister pneumosintes",5,NA,NA,NA
712710,"Tannerella serpentiformis",2,NA,NA,NA
2559073,"Cutibacterium modestum",3,NA,NA,NA
1884263,"Selenomonas sp. oral taxon 920",4,NA,NA,NA
1560345,"Sphingomonas panacis",3,NA,NA,NA
546,"Citrobacter freundii",9,NA,NA,NA
488732,"Burkholderia diffusa",6,NA,NA,NA
1503055,"Burkholderia territorii",6,NA,NA,NA
101571,"Burkholderia ubonensis",6,NA,NA,NA
292,"Burkholderia cepacia",5,NA,NA,NA
1207504,"Burkholderia pseudomultivorans",6,NA,NA,NA
60552,"Burkholderia vietnamiensis",6,NA,NA,NA
488729,"Burkholderia metallica",6,NA,NA,NA
101571,"Burkholderia ubonensis",5,NA,NA,NA
488446,"Burkholderia latens",6,NA,NA,NA
1740163,"Burkholderia sp. Bp7605",4,NA,NA,NA
1503054,"Burkholderia stagnalis",6,NA,NA,NA
1406,"Paenibacillus polymyxa",14,NA,NA,NA
1868135,"Enterobacter sp. HK169",8,NA,NA,NA
1891280,"Sulfolobus sp. A20",1,NA,NA,NA
86040,"Xanthomonas citri pv. malvacearum",2,NA,NA,NA
39960,"Erythrobacter litoralis",1,NA,NA,NA
33941,"Geobacillus thermoleovorans",10,NA,NA,NA
1837130,"Bacillus sp. FJAT-14266",12,NA,NA,NA
1896196,"Porphyrobacter sp. LM 6",1,NA,NA,NA
28258,"Cobetia marina",7,NA,NA,NA
1423143,"Bacillus thuringiensis Bt18247",14,NA,NA,NA
351679,"Xenorhabdus hominickii",7,NA,NA,NA
430522,"Pedobacter steynii",4,NA,NA,NA
632773,"Salisediminibacterium beveridgei",7,NA,NA,NA
1193502,"Sulfurospirillum halorespirans DSM 13726",2,NA,NA,NA
1648,"Erysipelothrix rhusiopathiae",5,NA,NA,NA
2564040,"Leptospira tipperaryensis",2,NA,NA,NA
1263550,"Edwardsiella piscicida",9,NA,NA,NA
47763,"Streptomyces lydicus",7,NA,NA,NA
273384,"Brevibacterium aurantiacum",4,NA,NA,NA
301102,"Enterobacter hormaechei subsp. oharae",8,NA,NA,NA
1812934,"Enterobacter hormaechei subsp. hoffmannii",8,NA,NA,NA
1525,"Moorella thermoacetica",2,NA,NA,NA
1336795,"Formosa sp. Hel3_A1_48",2,NA,NA,NA
1336794,"Formosa sp. Hel1_33_131",2,NA,NA,NA
394958,"Clostridium taeniosporum",7,NA,NA,NA
1904616,"Streptomyces fodineus",6,NA,NA,NA
1526658,"Bosea vaviloviae",2,NA,NA,NA
95485,"Burkholderia stabilis",6,NA,NA,NA
1175631,"Pectobacterium wasabiae CFBP 3304",7,NA,NA,NA
1613,"Limosilactobacillus fermentum",5,NA,NA,NA
158500,"Novosphingobium resinovorum",3,NA,NA,NA
1838286,"Lacunisphaera limnophila",1,NA,NA,NA
274537,"Chlorobaculum limnaeum",2,NA,NA,NA
340345,"Actinoalloteichus hymeniacidonis",3,NA,NA,NA
222805,"Mycobacterium intracellulare subsp. chimaera",1,NA,NA,NA
1769779,"Microbulbifer aggregans",4,NA,NA,NA
1849031,"Exiguobacterium sp. U13-1",9,NA,NA,NA
1849032,"Arthrobacter sp. U41",5,NA,NA,NA
43657,"Pseudoalteromonas luteoviolacea",12,NA,NA,NA
1424294,"Geosporobacter ferrireducens",11,NA,NA,NA
299767,"Enterobacter ludwigii",9,NA,NA,NA
285473,"Streptomyces rubrolavendulae",6,NA,NA,NA
1905288,"Klebsiella sp. LTGPAF-6F",8,NA,NA,NA
298596,"Sporosarcina ureilytica",9,NA,NA,NA
180282,"Delftia tsuruhatensis",5,NA,NA,NA
2819280,"Acidihalobacter yilgarnensis",1,NA,NA,NA
1537274,"Janthinobacterium sp. HH102",8,NA,NA,NA
1850246,"Urechidicola croceus",2,NA,NA,NA
621456,"Sphingomonas melonis TY",2,NA,NA,NA
1774273,"Polaribacter vadi",3,NA,NA,NA
1763535,"Hydrogenophaga crassostreae",2,NA,NA,NA
93378,"Edwardsiella hoshinae",9,NA,NA,NA
1492737,"Flavobacterium gilvum",5,NA,NA,NA
155866,"Weissella soli",6,NA,NA,NA
481146,"Acetobacter ascendens",5,NA,NA,NA
1340842,"Campylobacter jejuni subsp. jejuni str. RM3420",3,NA,NA,NA
1458985,"Moorena producens PAL-8-15-08-1",2,NA,NA,NA
702967,"Corynebacterium sp. NML98-0116",4,NA,NA,NA
1254,"Pediococcus acidilactici",5,NA,NA,NA
1816218,"Colwellia sp. PAMC 20917",6,NA,NA,NA
1873524,"Halodesulfurarchaeum formicicum",1,NA,NA,NA
1150601,"Pseudomonas putida JB",6,NA,NA,NA
674,"Vibrio mimicus",10,NA,NA,NA
47716,"Streptomyces olivaceus",6,NA,NA,NA
679318,"Rhodococcus sp. WMMA185",4,NA,NA,NA
153496,"Kozakia baliensis",5,NA,NA,NA
1898044,"Spiroplasma sp. TU-14",1,NA,NA,NA
1906742,"Microbacterium sp. BH-3-3-3",3,NA,NA,NA
1904944,"Stenotrophomonas sp. LM091",3,NA,NA,NA
1905847,"Curtobacterium sp. BH-2-1-1",3,NA,NA,NA
1906741,"Jeongeupia sp. USM3",5,NA,NA,NA
1806216,"Bacillus sp. RZ2MS9",14,NA,NA,NA
1892404,"Bacillus sp. ABP14",13,NA,NA,NA
1763534,"Flavobacterium crassostreae",7,NA,NA,NA
1763536,"Thalassotalea crassostreae",6,NA,NA,NA
1173779,"Salmonella enterica subsp. diarizonae serovar 60:r:e,n,x,z15",7,NA,NA,NA
90105,"Salmonella enterica subsp. enterica serovar Saintpaul",7,NA,NA,NA
598,"Salmonella enterica subsp. enterica serovar Rubislaw",7,NA,NA,NA
913074,"Salmonella enterica subsp. enterica serovar Inverness",7,NA,NA,NA
289370,"Pseudomonas argentinensis",4,NA,NA,NA
1720344,"Psychrobacter sp. AntiMn-1",5,NA,NA,NA
1874317,"Marinobacter salinus",3,NA,NA,NA
1401257,"Xanthomonas citri pv. glycines str. 8ra",2,NA,NA,NA
1497,"Clostridium formicaceticum",11,NA,NA,NA
535712,"Candidatus Rhodoluna planktonica",1,NA,NA,NA
