"tax_id","genbank.Accession","org_name","name_class","rRNA16S_genes","tRNA_genes","genome_size","total_genes","coding_genes","isolation_source","reference","ref_type"
362948,"NC_006529","Lactobacillus salivarius UCC118","scientific name",NA,NA,2133977,NA,NA," ","NC_006529","genbank_accession"
714313,"NC_015978","Lactobacillus sanfranciscensis TMW 1.1304","scientific name",7,61,1375770,1434,1298," ","NC_015978","genbank_accession"
420890,"NC_017490","Lactococcus garvieae Lg2","scientific name",5,62,1963964,2000,1895," ","NC_017490","genbank_accession"
272623,"NC_002662","Lactococcus lactis subsp. lactis Il1403","scientific name",NA,NA,2365589,NA,NA," ","NC_002662","genbank_accession"
297352,"NZ_LN774769","Lactococcus piscium MKFS47","scientific name",4,55,2503066,2470,2352," ","NZ_LN774769","genbank_accession"
557598,"NC_012559","Laribacter hongkongensis HLHK9","scientific name",7,78,3169329,3001,2771," ","NC_012559","genbank_accession"
1528099,"NZ_CP012390","Lawsonella clevelandensis","scientific name",2,46,1915154,1644,1563,"peritoneal abscess","NZ_CP012390","genbank_accession"
363253,"NC_008011","Lawsonia intracellularis PHE/MN1-00","scientific name",2,43,1719014,1469,1409," ","NC_008011","genbank_accession"
649349,"NC_014655","Leadbetterella byssophila DSM 17132","scientific name",3,41,4059653,3610,3469," ","NC_014655","genbank_accession"
1212491,"NZ_LN614827","Legionella fallonii LLAP-10","scientific name",4,46,4434890,3725,3614," ","NZ_LN614827","genbank_accession"
449,"NZ_LN681225","Legionella hackeliae","scientific name",4,43,3570857,3185,3069," ","NZ_LN681225","genbank_accession"
661367,"NC_013861","Legionella longbeachae NSW150","scientific name",4,46,4149158,3560,3442," ","NC_013861","genbank_accession"
1268635,"NZ_CP004006","Legionella oakridgensis ATCC 33761 = DSM 21215","scientific name",3,42,2773209,2712,2338," ","NZ_CP004006","genbank_accession"
272624,"NC_002942","Legionella pneumophila subsp. pneumophila str. Philadelphia 1","scientific name",NA,NA,3397754,NA,NA," ","NC_002942","genbank_accession"
1389489,"NC_022438","Leifsonia xyli subsp. cynodontis DSM 46306","scientific name",1,47,2686418,2598,2218," ","NC_022438","genbank_accession"
999552,"NC_023135","Leisingera methylohalidivorans DSM 14336","scientific name",5,62,4650996,4491,4268,"seawater collected from a tide pool","NC_023135","genbank_accession"
1586287,"NZ_CP016793","Lentzea guizhouensis","scientific name",5,67,9997872,9571,8937,"karstic limestone","NZ_CP016793","genbank_accession"
111781,"NC_019683","Leptolyngbya sp. PCC 7376","scientific name",2,43,5125950,4676,4262,"crystal cave (limestone)","NC_019683","genbank_accession"
456481,"NC_010602","Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)'","scientific name",2,35,3951448,3748,3690," ","NC_010602","genbank_accession"
355276,"NC_008508","Leptospira borgpetersenii serovar Hardjo-bovis str. L550","scientific name",2,37,3931782,3667,3370," ","NC_008508","genbank_accession"
189518,"NC_004342","Leptospira interrogans serovar Lai str. 56601","scientific name",NA,NA,4698134,NA,NA," ","NC_004342","genbank_accession"
758847,"NZ_CP006694","Leptospira santarosai serovar Shermani str. LT 821","scientific name",2,37,3983611,3728,3606," ","NZ_CP006694","genbank_accession"
1048260,"NC_018649","Leptospirillum ferriphilum ML-04","scientific name",2,49,2406157,2462,2361," ","NC_018649","genbank_accession"
1162668,"NC_017094","Leptospirillum ferrooxidans C2-3","scientific name",3,51,2559538,2558,2473," ","NC_017094","genbank_accession"
395495,"NC_010524","Leptothrix cholodnii SP-6","scientific name",2,50,4909403,4361,4239," ","NC_010524","genbank_accession"
523794,"NC_013192","Leptotrichia buccalis C-1013-b","scientific name",5,46,2465610,2309,2182," ","NC_013192","genbank_accession"
712357,"NZ_CP012410","Leptotrichia sp. oral taxon 212","scientific name",4,43,2444904,2289,2159,"curette","NZ_CP012410","genbank_accession"
1229758,"NC_018673","Leuconostoc carnosum JB16","scientific name",4,66,1773468,1744,1647," ","NC_018673","genbank_accession"
349519,"NC_010471","Leuconostoc citreum KM20","scientific name",4,69,1896614,1900,1778," ","NC_010471","genbank_accession"
762550,"NC_014319","Leuconostoc gelidum subsp. gasicomitatum LMG 18811","scientific name",4,66,1954080,1943,1846," ","NC_014319","genbank_accession"
762051,"NC_014131","Leuconostoc kimchii IMSNU 11154","scientific name",4,67,2101787,2113,2010," ","NC_014131","genbank_accession"
1246,"NZ_CP016598","Leuconostoc lactis","scientific name",4,67,1788069,1750,1646,"kimchi","NZ_CP016598","genbank_accession"
203120,"NC_008531","Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293","scientific name",4,70,2075763,2061,1948," ","NC_008531","genbank_accession"
1215343,"NC_019907","Liberibacter crescens BT-1","scientific name",3,46,1504659,1355,1235," ","NC_019907","genbank_accession"
1678129,"NZ_CP011834","Limnohabitans sp. 103DPR2","scientific name",2,39,2948795,2837,2772,"freshwater","NZ_CP011834","genbank_accession"
169963,"NC_003210","Listeria monocytogenes EGD-e","scientific name",NA,NA,2944528,NA,NA," ","NC_003210","genbank_accession"
683837,"NC_013891","Listeria seeligeri serovar 1/2b str. SLCC3954","scientific name",6,67,2797636,2770,2661," ","NC_013891","genbank_accession"
1440763,"NZ_CP017480","Luteibacter rhizovicinus DSM 16549","scientific name",2,51,4765486,4394,4267,"spring barley rhizosphere","NZ_CP017480","genbank_accession"
571913,"NZ_CP011112","Luteipulveratus mongoliensis","scientific name",2,46,5420910,5161,5007,"mongolian soil","NZ_CP011112","genbank_accession"
28031,"NZ_CP010820","Lysinibacillus fusiformis","scientific name",13,107,4843789,4764,4548,"soil","NZ_CP010820","genbank_accession"
84531,"NZ_CP013141","Lysobacter antibioticus","scientific name",3,54,5765176,4671,4487,"agricultural site","NZ_CP013141","genbank_accession"
435897,"NZ_CP011130","Lysobacter capsici","scientific name",2,53,6391889,5169,4975,"soil","NZ_CP011130","genbank_accession"
458233,"NC_011995","Macrococcus caseolyticus JCSC5402","scientific name",4,49,2219737,2317,2219," ","NC_011995","genbank_accession"
699246,"NC_013895","Mageeibacillus indolicus UPII9-5","scientific name",2,45,1809746,1536,1429,"biological product [envo:02000043]","NC_013895","genbank_accession"
156889,"NC_008576","Magnetococcus marinus MC-1","scientific name",3,45,4719581,3844,3729," ","NC_008576","genbank_accession"
1288970,"NZ_FO538765","Magnetospira sp. QH-2","scientific name",2,47,4052370,3813,3731," ","NZ_FO538765","genbank_accession"
1430440,"NC_023065","Magnetospirillum gryphiswaldense MSR-1 v2","scientific name",2,49,4365796,4140,4000," ","NC_023065","genbank_accession"
342108,"NC_007626","Magnetospirillum magneticum AMB-1","scientific name",2,49,4967148,4614,4484," ","NC_007626","genbank_accession"
697281,"NC_015520","Mahella australiensis 50-1 BON","scientific name",3,47,3135972,2950,2853,"riverslea oil field","NC_015520","genbank_accession"
1316932,"NC_021082","Mannheimia haemolytica M42548","scientific name",6,61,2731870,2773,2633," ","NC_021082","genbank_accession"
221988,"NC_006300","Mannheimia succiniciproducens MBEL55E","scientific name",6,59,2314078,2170,2060," ","NC_006300","genbank_accession"
313603,"NC_014472","Maribacter sp. HTCC2170","scientific name",2,38,3868304,3386,3321," ","NC_014472","genbank_accession"
394221,"NC_008347","Maricaulis maris MCS10","scientific name",2,45,3368780,3160,3064," ","NC_008347","genbank_accession"
765910,"NZ_CP007031","Marichromatium purpuratum 984","scientific name",3,55,3779112,3272,3159,"marine sponge","NZ_CP007031","genbank_accession"
869210,"NC_015387","Marinithermus hydrothermalis DSM 14884","scientific name",3,50,2269167,2262,2163," ","NC_015387","genbank_accession"
443254,"NC_016748","Marinitoga piezophila KA3","scientific name",3,51,2244793,2104,2025," ","NC_016748","genbank_accession"
225937,"NC_017506","Marinobacter adhaerens HP15","scientific name",3,51,4651725,4315,4176,"german wadden sea","NC_017506","genbank_accession"
1163748,"NC_017067","Marinobacter hydrocarbonoclasticus ATCC 49840","scientific name",3,50,3989480,3665,3589," ","NC_017067","genbank_accession"
330734,"NZ_CP011494","Marinobacter psychrophilus","scientific name",3,49,3998597,3636,3495,"sea-ice","NZ_CP011494","genbank_accession"
1420917,"NZ_CP007152","Marinobacter salarius","scientific name",1,44,4616532,4361,3036,"sea water","NZ_CP007152","genbank_accession"
1420916,"NZ_CP007151","Marinobacter similis","scientific name",1,46,3975896,3702,2538,"sea water","NZ_CP007151","genbank_accession"
717774,"NC_015276","Marinomonas mediterranea MMB-1","scientific name",7,80,4684316,4252,4094," ","NC_015276","genbank_accession"
491952,"NC_015559","Marinomonas posidonica IVIA-Po-181","scientific name",8,80,3899940,3600,3473," ","NC_015559","genbank_accession"
988812,"NZ_CP010855","Marinovum algicola DG 898","scientific name",2,45,5252390,5005,4888," ","NZ_CP010855","genbank_accession"
643867,"NC_014750","Marivirga tractuosa DSM 4126","scientific name",2,39,4516490,3802,3729,"beach sand","NC_014750","genbank_accession"
1486262,"NZ_CP010803","Martelella endophytica","scientific name",3,52,4817335,4491,4355," ","NZ_CP010803","genbank_accession"
686597,"NZ_CP014275","Martelella sp. AD-3","scientific name",3,51,5036008,4663,4523," ","NZ_CP014275","genbank_accession"
1141883,"NZ_CP019036","Massilia putida","scientific name",7,86,7523017,6661,6332,"wolfram mine tailing","NZ_CP019036","genbank_accession"
1678028,"NZ_CP012201","Massilia sp. NR 4-1","scientific name",7,81,6361416,5368,5191,"forest soil","NZ_CP012201","genbank_accession"
1707785,"NZ_CP012640","Massilia sp. WG5","scientific name",8,86,6267305,5563,5331,"soil","NZ_CP012640","genbank_accession"
526227,"NC_014212","Meiothermus silvanus DSM 9946","scientific name",2,49,3721669,3666,3489,"hot spring","NC_014212","genbank_accession"
1191523,"NC_018178","Melioribacter roseus P3M-2","scientific name",1,46,3300414,2930,2843," ","NC_018178","genbank_accession"
265311,"NC_006055","Mesoplasma florum L1","scientific name",NA,NA,793224,NA,NA," ","NC_006055","genbank_accession"
1082933,"NZ_CP015318","Mesorhizobium amorphae CCNWGS0123","scientific name",2,53,7343952,6820,6578," ","NZ_CP015318","genbank_accession"
765698,"NC_014918","Mesorhizobium ciceri biovar biserrulae WSM1271","scientific name",NA,NA,6690028,NA,NA," ","NC_014918","genbank_accession"
935546,"NZ_CP016079","Mesorhizobium loti NZP2037","scientific name",2,52,7481739,7164,6963," ","NZ_CP016079","genbank_accession"
660470,"NC_017934","Mesotoga prima MesG1.Ag.4.2","scientific name",2,46,2975953,2739,2636," ","NC_017934","genbank_accession"
1006006,"NC_015435","Metallosphaera cuprina Ar-4","scientific name",1,45,1840348,1946,1878,"sulfuric hot spring","NC_015435","genbank_accession"
399549,"NC_009440","Metallosphaera sedula DSM 5348","scientific name",1,45,2191517,2347,2273,"","NC_009440","genbank_accession"
2162,"NZ_CP006933","Methanobacterium formicicum","scientific name",2,44,2449987,2411,2332,"rumen contents","NZ_CP006933","genbank_accession"
877455,"NC_015216","Methanobacterium lacus","scientific name",2,40,2583753,2513,2440,"not provided; submitted under migs 2.1","NC_015216","genbank_accession"
868131,"NC_015574","Methanobacterium paludis","scientific name",3,46,2546541,2428,2346,"","NC_015574","genbank_accession"
1379702,"NC_023044","Methanobacterium sp. MB1","scientific name",2,43,2029766,2024,1940,"","NC_023044","genbank_accession"
230361,"NZ_CP011266","Methanobrevibacter millerae","scientific name",2,37,2543538,2300,2194,"rumen fluid","NZ_CP011266","genbank_accession"
634498,"NC_013790","Methanobrevibacter ruminantium M1","scientific name",2,54,2937203,2229,2115,"","NC_013790","genbank_accession"
420247,"NC_009515","Methanobrevibacter smithii ATCC 35061","scientific name",2,35,1853160,1792,1710,"","NC_009515","genbank_accession"
224719,"NC_021355","Methanobrevibacter sp. AbM4","scientific name",3,36,1998189,1734,1665,"rumen","NC_021355","genbank_accession"
1301915,"NZ_CP009149","Methanocaldococcus bathoardescens","scientific name",2,37,1607556,1693,1609,"marker113 at caldera of axial seamount","NZ_CP009149","genbank_accession"
573064,"NC_013156","Methanocaldococcus fervens AG86","scientific name",2,37,1507251,1634,1550,"","NC_013156","genbank_accession"
573063,"NC_014122","Methanocaldococcus infernus ME","scientific name",2,38,1328194,1485,1420,"","NC_014122","genbank_accession"
243232,"NC_000909","Methanocaldococcus jannaschii DSM 2661","scientific name",2,37,1739927,1853,1765,"","NC_000909","genbank_accession"
579137,"NC_013407","Methanocaldococcus vulcanius M7","scientific name",2,37,1761737,1756,1684,"","NC_013407","genbank_accession"
351160,"NC_009464","Methanocella arvoryzae MRE50","scientific name",3,50,3179916,3112,3018,"","NC_009464","genbank_accession"
1041930,"NC_017034","Methanocella conradii HZ254","scientific name",2,48,2378438,2504,2428,"","NC_017034","genbank_accession"
259564,"NC_007955","Methanococcoides burtonii DSM 6242","scientific name",3,48,2575032,2555,2429,"","NC_007955","genbank_accession"
1434104,"NZ_CP009518","Methanococcoides methylutens MM1","scientific name",3,52,2394636,2340,2249,"","NZ_CP009518","genbank_accession"
419665,"NC_009635","Methanococcus aeolicus Nankai-3","scientific name",2,38,1569500,1544,1472,"","NC_009635","genbank_accession"
426368,"NC_009637","Methanococcus maripaludis C7","scientific name",3,37,1772694,1852,1787,"","NC_009637","genbank_accession"
1053692,"NC_015847","Methanococcus maripaludis X1","scientific name",2,36,1746697,1868,1791,"","NC_015847","genbank_accession"
406327,"NC_009634","Methanococcus vannielii SB","scientific name",4,36,1720048,1751,1675,"","NC_009634","genbank_accession"
456320,"NC_014222","Methanococcus voltae A3","scientific name",2,39,1936387,1733,1656,"","NC_014222","genbank_accession"
410358,"NC_008942","Methanocorpusculum labreanum Z","scientific name",3,50,1804962,1862,1782,"","NC_008942","genbank_accession"
1201294,"NC_018227","Methanoculleus bourgensis MS2","scientific name",1,47,2789774,2596,2492,"","NC_018227","genbank_accession"
368407,"NC_009051","Methanoculleus marisnigri JR1","scientific name",1,49,2478101,2468,2392,"","NC_009051","genbank_accession"
644295,"NC_014253","Methanohalobium evestigatum Z-7303","scientific name",2,49,2406232,2378,2272,"","NC_014253","genbank_accession"
547558,"NC_014002","Methanohalophilus mahii DSM 5219","scientific name",3,52,2012424,2038,1946,"","NC_014002","genbank_accession"
679926,"NC_014507","Methanolacinia petrolearia DSM 11571","scientific name",2,47,2843290,2843,2755,"","NC_014507","genbank_accession"
1094980,"NC_018876","Methanolobus psychrophilus R15","scientific name",3,52,3072769,2961,2840,"","NC_018876","genbank_accession"
867904,"NC_019977","Methanomethylovorans hollandica DSM 15978","scientific name",2,50,2714013,2609,2519,"","NC_019977","genbank_accession"
456442,"NC_009712","Methanoregula boonei 6A8","scientific name",1,48,2542943,2565,2488,"","NC_009712","genbank_accession"
593750,"NC_019943","Methanoregula formicica SMSP","scientific name",1,47,2820858,2856,2770,"","NC_019943","genbank_accession"
990316,"NC_015416","Methanosaeta concilii GP6","scientific name",2,45,3026645,2998,2883,"","NC_015416","genbank_accession"
1110509,"NC_017527","Methanosaeta harundinacea 6Ac","scientific name",1,45,2571034,2458,2362,"","NC_017527","genbank_accession"
679901,"NC_015676","Methanosalsum zhilinae DSM 4017","scientific name",3,46,2138444,2034,1946,"sediment of alkaline lake","NC_015676","genbank_accession"
188937,"NC_003552","Methanosarcina acetivorans C2A","scientific name",3,56,5751492,4856,4611,"","NC_003552","genbank_accession"
1434107,"NZ_CP009517","Methanosarcina barkeri 3","scientific name",3,56,4560446,3731,3565,"","NZ_CP009517","genbank_accession"
1434108,"NZ_CP009528","Methanosarcina barkeri MS","scientific name",3,57,4574907,3718,3481,"","NZ_CP009528","genbank_accession"
1434110,"NZ_CP009516","Methanosarcina horonobensis HB-1 = JCM 15518","scientific name",3,57,5018607,4361,4120,"","NZ_CP009516","genbank_accession"
1434111,"NZ_CP009515","Methanosarcina lacustris Z-7289","scientific name",3,55,4139808,3468,3258,"","NZ_CP009515","genbank_accession"
213585,"NZ_CP009512","Methanosarcina mazei S-6","scientific name",3,57,4142816,3557,3429,"","NZ_CP009512","genbank_accession"
1434120,"NZ_CP009506","Methanosarcina siciliae T4/M","scientific name",3,54,5017558,4194,3969,"","NZ_CP009506","genbank_accession"
1434100,"NZ_CP009505","Methanosarcina sp. MTP4","scientific name",3,56,4211468,3542,3381,"","NZ_CP009505","genbank_accession"
1434103,"NZ_CP009503","Methanosarcina sp. WWM596","scientific name",3,57,4137337,3647,3449,"","NZ_CP009503","genbank_accession"
523844,"NZ_CP009501","Methanosarcina thermophila TM-1","scientific name",3,54,3127379,2723,2584,"","NZ_CP009501","genbank_accession"
1434123,"NZ_CP009520","Methanosarcina vacuolata Z-761","scientific name",3,58,4563885,3714,3522,"","NZ_CP009520","genbank_accession"
339860,"NC_007681","Methanosphaera stadtmanae DSM 3091","scientific name",4,41,1767403,1586,1517,"","NC_007681","genbank_accession"
521011,"NC_011832","Methanosphaerula palustris E1-9c","scientific name",3,55,2922917,2798,2680,"","NC_011832","genbank_accession"
323259,"NC_007796","Methanospirillum hungatei JF-1","scientific name",4,51,3544738,3397,3285,"","NC_007796","genbank_accession"
79929,"NC_014408","Methanothermobacter marburgensis str. Marburg","scientific name",2,39,1639135,1761,1689,"","NC_014408","genbank_accession"
187420,"NC_000916","Methanothermobacter thermautotrophicus str. Delta H","scientific name",2,38,1751377,1858,1746,"","NC_000916","genbank_accession"
647113,"NC_015636","Methanothermococcus okinawensis IH1","scientific name",2,37,1677455,1658,1556,"","NC_015636","genbank_accession"
523846,"NC_014658","Methanothermus fervidus DSM 2088","scientific name",2,41,1243342,1348,1290,"hot solfataric spring","NC_014658","genbank_accession"
880724,"NC_015562","Methanotorris igneus Kol 5","scientific name",2,35,1854197,1816,1746,"","NC_015562","genbank_accession"
1156937,"NZ_LM997411","Methylacidiphilum fumariolicum SolV","scientific name",1,47,2476671,2322,2244," ","NZ_LM997411","genbank_accession"
481448,"NC_010794","Methylacidiphilum infernorum V4","scientific name",1,46,2287145,2167,2099," ","NC_010794","genbank_accession"
420662,"NC_008825","Methylibium petroleiphilum PM1","scientific name",1,68,4643639,4511,4358," ","NC_008825","genbank_accession"
265072,"NC_007947","Methylobacillus flagellatus KT","scientific name",2,46,2971517,2815,2715," ","NC_007947","genbank_accession"
270351,"NZ_AP014704","Methylobacterium aquaticum","scientific name",11,97,7557960,6883,6561," ","NZ_AP014704","genbank_accession"
460265,"NC_011887","Methylobacterium nodulans ORS 2060","scientific name",7,72,8839022,8222,7831," ","NC_011887","genbank_accession"
441620,"NC_010721","Methylobacterium populi BJ001","scientific name",5,56,5848997,5401,5259," ","NC_010721","genbank_accession"
426355,"NC_010502","Methylobacterium radiotolerans JCM 2831","scientific name",6,59,6899110,6390,6239," ","NC_010502","genbank_accession"
426117,"NC_010373","Methylobacterium sp. 4-46","scientific name",6,65,7737025,6797,6549," ","NC_010373","genbank_accession"
1384459,"NZ_AP014648","Methyloceanibacter caenitepidi","scientific name",1,45,3424964,3261,3152,"sediment","NZ_AP014648","genbank_accession"
395965,"NC_011666","Methylocella silvestris BL2","scientific name",2,48,4305430,3982,3836," ","NC_011666","genbank_accession"
243233,"NC_002977","Methylococcus capsulatus str. Bath","scientific name",2,46,3304561,3052,2960," ","NC_002977","genbank_accession"
1091494,"NC_016108","Methylomicrobium alcaliphilum 20Z","scientific name",3,45,4796711,4102,3972," ","NC_016108","genbank_accession"
1538553,"NZ_CP014476","Methylomonas denitrificans","scientific name",3,47,5172098,4724,4550," ","NZ_CP014476","genbank_accession"
857087,"NC_015572","Methylomonas methanica MC09","scientific name",3,46,5051681,4615,4503,"soil","NC_015572","genbank_accession"
754477,"NC_017856","Methylophaga frappieri","scientific name",3,41,2745290,2645,2557," ","NC_017856","genbank_accession"
754476,"NC_017857","Methylophaga nitratireducenticrescens","scientific name",3,44,3137191,2997,2892," ","NC_017857","genbank_accession"
583345,"NC_012968","Methylotenera mobilis JLW8","scientific name",2,46,2547570,2373,2310," ","NC_012968","genbank_accession"
666681,"NC_014207","Methylotenera versatilis 301","scientific name",3,47,3059871,2824,2731," ","NC_014207","genbank_accession"
582744,"NC_012969","Methylovorus glucosetrophus SIP3-4","scientific name",2,47,3082007,2917,2856," ","NC_012969","genbank_accession"
856793,"NC_016026","Micavibrio aeruginosavorus ARL-13","scientific name",1,41,2481983,2354,2304," ","NC_016026","genbank_accession"
84292,"NZ_CP015810","Microbacterium chocolatum","scientific name",2,49,3168630,3025,2885,"soil","NZ_CP015810","genbank_accession"
300019,"NZ_CP018134","Microbacterium paludicola","scientific name",2,46,3410829,3234,3129,"farmland soil","NZ_CP018134","genbank_accession"
1714373,"NZ_CP012697","Microbacterium sp. No. 7","scientific name",2,48,4827965,4481,4304,"activated sludge","NZ_CP012697","genbank_accession"
979556,"NC_015125","Microbacterium testaceum StLB037","scientific name",2,45,3982034,3633,3532," ","NC_015125","genbank_accession"
465515,"NC_012803","Micrococcus luteus NCTC 2665","scientific name",1,48,2501097,2317,2230," ","NC_012803","genbank_accession"
1173027,"NC_019738","Microcoleus sp. PCC 7113","scientific name",4,68,7966510,6679,6360,"orchid house soil","NC_019738","genbank_accession"
449447,"NC_010296","Microcystis aeruginosa NIES-843","scientific name",2,42,5842795,5497,5118," ","NC_010296","genbank_accession"
1032480,"NC_015635","Microlunatus phosphovorus NM-1","scientific name",1,46,5683123,5165,5028," ","NC_015635","genbank_accession"
644283,"NC_014391","Micromonospora aurantiaca ATCC 27029","scientific name",3,51,7025559,6274,6163," ","NC_014391","genbank_accession"
548479,"NC_014246","Mobiluncus curtisii ATCC 43063","scientific name",2,46,2146480,1863,1791,"biological product [envo:02000043]","NC_014246","genbank_accession"
477641,"NC_017955","Modestobacter marinus","scientific name",3,47,5575517,5293,5110," ","NC_017955","genbank_accession"
264732,"NC_007644","Moorella thermoacetica ATCC 39073","scientific name",NA,NA,2628784,NA,NA," ","NC_007644","genbank_accession"
1236608,"NC_014147","Moraxella catarrhalis BBH18","scientific name",4,50,1863286,1716,1624," ","NC_014147","genbank_accession"
34062,"NZ_CP014234","Moraxella osloensis","scientific name",4,47,2649137,2368,2253,"withdrawn fluid","NZ_CP014234","genbank_accession"
29433,"NZ_CP011158","Moraxella ovis","scientific name",4,49,2306095,2197,2049,"case of pinkeye","NZ_CP011158","genbank_accession"
1124991,"NC_020418","Morganella morganii subsp. morganii KT","scientific name",7,79,3799539,3638,3491," ","NC_020418","genbank_accession"
80854,"NZ_LN554852","Moritella viscosa","scientific name",11,131,5093989,4612,4305," ","NZ_LN554852","genbank_accession"
1433126,"NZ_HG934468","Mucinivorans hirudinis","scientific name",2,39,3149227,2824,2722," ","NZ_HG934468","genbank_accession"
516051,"NZ_CP011071","Muricauda lutaonensis","scientific name",2,39,3274259,3030,2955,"a coastal hot spring","NZ_CP011071","genbank_accession"
886377,"NC_015945","Muricauda ruestringensis DSM 13258","scientific name",2,38,3842422,3443,3378," ","NC_015945","genbank_accession"
36809,"NC_010397","Mycobacterium abscessus","scientific name",NA,NA,5090491,NA,NA," ","NC_010397","genbank_accession"
262316,"NC_002944","Mycobacterium avium subsp. paratuberculosis K-10","scientific name",1,46,4829781,4457,4289," ","NC_002944","genbank_accession"
233413,"NC_002945","Mycobacterium bovis AF2122/97","scientific name",NA,NA,4345492,NA,NA," ","NC_002945","genbank_accession"
1460372,"NZ_CP007220","Mycobacterium chelonae CCUG 47445","scientific name",1,48,5029817,4861,4764," ","NZ_CP007220","genbank_accession"
710421,"NC_018022","Mycobacterium chubuense NBB4","scientific name",2,46,6342624,5903,5740,"creosote-contaminated soil","NC_018022","genbank_accession"
1766,"NZ_CP011269","Mycobacterium fortuitum","scientific name",2,52,6254616,6017,5855," ","NZ_CP011269","genbank_accession"
278137,"NC_014814","Mycobacterium gilvum Spyr1","scientific name",2,47,5783292,5466,5292,"creosote contaminated soil","NC_014814","genbank_accession"
1202450,"NZ_CP011883","Mycobacterium haemophilum DSM 44634","scientific name",1,45,4235765,3931,3730,"subcutaneous granuloma","NZ_CP011883","genbank_accession"
487521,"NC_016946","Mycobacterium intracellulare ATCC 13950","scientific name",1,46,5402402,4985,4911," ","NC_016946","genbank_accession"
557599,"NC_022654","Mycobacterium kansasii ATCC 12478","scientific name",1,46,6577228,5696,5454," ","NC_022654","genbank_accession"
272631,"NC_002677","Mycobacterium leprae TN","scientific name",NA,NA,3268203,NA,NA," ","NC_002677","genbank_accession"
1131442,"NZ_HG917972","Mycobacterium marinum E11","scientific name",2,47,6450522,5370,5237," ","NZ_HG917972","genbank_accession"
700508,"NC_023036","Mycobacterium neoaurum VKM Ac-1815D","scientific name",2,46,5421267,5059,4948," ","NC_023036","genbank_accession"
1771,"NZ_CP014475","Mycobacterium phlei","scientific name",2,46,5349645,5106,4950,"environment","NZ_CP014475","genbank_accession"
710685,"NC_016604","Mycobacterium rhodesiae NBB3","scientific name",2,46,6415739,6190,6044," ","NC_016604","genbank_accession"
875328,"NC_015576","Mycobacterium sinense","scientific name",2,46,4643668,4342,4251," ","NC_015576","genbank_accession"
246196,"NC_008596","Mycobacterium smegmatis str. MC2 155","scientific name",NA,NA,6988209,NA,NA," ","NC_008596","genbank_accession"
1545728,"NZ_CP011773","Mycobacterium sp. EPa45","scientific name",2,47,6177406,5857,5728,"pah contaminated soil","NZ_CP011773","genbank_accession"
212767,"NC_019966","Mycobacterium sp. JS623","scientific name",2,47,7221766,7009,6789,"human smegma","NC_019966","genbank_accession"
189918,"NC_008705","Mycobacterium sp. KMS","scientific name",2,48,6256079,6002,5901," ","NC_008705","genbank_accession"
83332,"NC_000962","Mycobacterium tuberculosis H37Rv","scientific name",NA,NA,4411532,NA,NA," ","NC_000962","genbank_accession"
1354275,"NZ_CP011491","Mycobacterium vaccae 95051","scientific name",2,49,6235754,5839,5723," ","NZ_CP011491","genbank_accession"
350058,"NC_008726","Mycobacterium vanbaalenii PYR-1","scientific name",2,49,6491865,6103,5963," ","NC_008726","genbank_accession"
347257,"NC_009497","Mycoplasma agalactiae PG2","scientific name",2,34,877438,770,666," ","NC_009497","genbank_accession"
2094,"NZ_AP014657","Mycoplasma arginini","scientific name",2,32,678592,616,571,"cow's milk [envo_0010035]","NZ_AP014657","genbank_accession"
243272,"NC_011025","Mycoplasma arthritidis 158L3-1","scientific name",1,33,820453,662,618," ","NC_011025","genbank_accession"
289397,"NC_014760","Mycoplasma bovis PG45","scientific name",2,34,1003404,865,788," ","NC_014760","genbank_accession"
743966,"NZ_CP007154","Mycoplasma bovoculi M165/69","scientific name",1,30,760240,618,577," ","NZ_CP007154","genbank_accession"
2113,"NZ_CP007521","Mycoplasma californicum","scientific name",2,31,793841,676,630,"cow with mastitis","NZ_CP007521","genbank_accession"
29554,"NZ_AP014631","Mycoplasma canadense","scientific name",2,32,693241,577,534,"cow's milk (envo:0010035)","NZ_AP014631","genbank_accession"
1117644,"NZ_CP014281","Mycoplasma canis PG 14","scientific name",3,31,897443,701,639,"throat","NZ_CP014281","genbank_accession"
340047,"NC_007633","Mycoplasma capricolum subsp. capricolum ATCC 27343","scientific name",2,30,1010023,870,793," ","NC_007633","genbank_accession"
512564,"NC_014014","Mycoplasma crocodyli MP145","scientific name",2,34,934379,787,740," ","NC_014014","genbank_accession"
1246955,"NC_019949","Mycoplasma cynos C142","scientific name",3,30,998123,816,763," ","NC_019949","genbank_accession"
86660,"NZ_CP007229","Mycoplasma dispar","scientific name",1,32,1084449,784,734," ","NZ_CP007229","genbank_accession"
743971,"NZ_CP007585","Mycoplasma flocculare ATCC 27399","scientific name",1,30,778866,632,587,"pig with catarrhal pneumonia","NZ_CP007585","genbank_accession"
710127,"NC_004829","Mycoplasma gallisepticum str. R(low)","scientific name",2,32,1012800,810,747," ","NC_004829","genbank_accession"
243273,"NC_000908","Mycoplasma genitalium G37","scientific name",1,36,580076,557,507," ","NC_000908","genbank_accession"
1111676,"NC_016638","Mycoplasma haemocanis str. Illinois","scientific name",1,31,919992,1182,1130,"blood of naturally infected dog","NC_016638","genbank_accession"
