"tax_id","org_name","strain","reference","biosample_id","genome_size","gc_content","total_genes","coding_genes","tRNA_genes","host","RefSeq_category","genome_status","ftp_path","ref_type"
1496,"Clostridioides difficile","10-00071","PRJNA432093","SAMN08443812",4119720,28.6,3843,3627,89,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/945/945/GCA_002945945.1_ASM294594v1","bioproject_id"
611301,"Xanthomonas citri pv. citri","AW15","PRJNA255042","SAMN02911850",5398330,64.6642,4905,4526,54,"plants",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/475/GCA_000961475.1_ASM96147v1","bioproject_id"
670,"Vibrio parahaemolyticus","20130629002S01","PRJNA371680","SAMN06310878",5404820,45.357,5413,5105,133,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/085/735/GCA_003085735.1_ASM308573v1","bioproject_id"
1423,"Bacillus subtilis","SG6","PRJNA265137","SAMN03145713",4079670,43.8,4223,4030,84,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/782/835/GCA_000782835.1_ASM78283v1","bioproject_id"
2103,"Mycoplasma mycoides subsp. mycoides","Ben181","PRJNA280354","SAMN04479834",1149620,24,1088,1051,31,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/554/095/GCA_001554095.1_ASM155409v1","bioproject_id"
1491,"Clostridium botulinum","CDC_67190","PRJNA301988","SAMN04262350",4020060,28.205,3886,3656,82,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/879/625/GCA_001879625.1_ASM187962v1","bioproject_id"
1352,"Enterococcus faecium","2014-VREF-268","PRJNA358851","SAMN06472830",3392170,37.5505,3526,3246,70,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/025/045/GCA_002025045.1_ASM202504v1","bioproject_id"
1390,"Bacillus amyloliquefaciens","SRCM101267","PRJNA386749","SAMN07125918",4088240,45.8922,4266,4028,87,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/173/635/GCA_002173635.1_ASM217363v1","bioproject_id"
747,"Pasteurella multocida","USDA-ARS-USMARC-60717","PRJNA281531","SAMN04622946",2327620,40.4,2187,2065,57,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/285/GCA_002859285.1_ASM285928v1","bioproject_id"
29459,"Brucella melitensis","BwIM_TUR_59","PRJNA347914","SAMN05932973",3312620,57.2358,3376,3147,55,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/191/755/GCA_002191755.1_ASM219175v1","bioproject_id"
520,"Bordetella pertussis","H374","PRJNA266616","SAMN03249361",4107440,67.7,3975,3632,51,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/035/GCA_001605035.1_ASM160503v1","bioproject_id"
382,"Sinorhizobium meliloti","B401","PRJNA361251","SAMN06227501",6141000,62.3939,6127,5695,53,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/302/355/GCA_002302355.1_ASM230235v1","bioproject_id"
2104,"Mycoplasma pneumoniae","C267","PRJNA310359","SAMN04451628",816498,40,791,707,37,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/175/GCA_001558175.1_ASM155817v1","bioproject_id"
61435,"Dehalococcoides mccartyi","KBVC1","PRJNA376155","SAMN06350849",1359900,47.3,1456,1393,46,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/024/225/GCA_002024225.1_ASM202422v1","bioproject_id"
1590,"Lactobacillus plantarum","DF","PRJNA306257","SAMN04346870",3697310,44.0684,3670,3430,81,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/704/335/GCA_001704335.1_ASM170433v1","bioproject_id"
615,"Serratia marcescens","AR_0091","PRJNA292904","SAMN04014932",5309540,59.7,5082,4890,87,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/996/885/GCA_002996885.1_ASM299688v1","bioproject_id"
1740163,"Burkholderia sp. Bp7605","MSMB0175","PRJNA279182","SAMN04196785",5705690,64.3841,4976,4743,57,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/718/875/GCA_001718875.1_ASM171887v1","bioproject_id"
550,"Enterobacter cloacae","A1137","PRJNA387717","SAMN07162522",5090130,55.3,4990,4716,81,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/345/GCA_002197345.1_ASM219734v1","bioproject_id"
1685,"Bifidobacterium breve","NRBB51","PRJNA384048","SAMN06827096",2402270,59,2122,1914,53,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/405/GCA_002838405.1_ASM283840v1","bioproject_id"
36809,"Mycobacteroides abscessus","FLAC054","PRJNA315990","SAMN04572944",5330950,64,5460,5252,99,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/675/GCA_001610675.1_ASM161067v1","bioproject_id"
444177,"Lysinibacillus sphaericus C3-41","C3-41","PRJNA19619","SAMN02604328",4817460,37.1451,4972,4771,85,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/965/GCA_000017965.1_ASM1796v1","bioproject_id"
573658,"Candidatus Hodgkinia cicadicola","TETLON1","PRJNA385838","SAMN06932987",133249,47.7,158,104,7,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/846/115/GCA_002846115.1_ASM284611v1","bioproject_id"
1719,"Corynebacterium pseudotuberculosis","226","PRJNA259231","SAMN03002797",2337820,52.2,2143,1961,49,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/972/805/GCA_000972805.1_ASM97280v1","bioproject_id"
336810,"Candidatus Sulcia muelleri","SMHYAMAC","PRJNA450124","SAMN08939716",272577,22.5,296,249,30,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/215/155/GCA_003215155.1_ASM321515v1","bioproject_id"
1931241,"Pseudomonas sp. S-6-2","S-6-2","PRJNA359732","SAMN06197296",4035150,60.1,3736,3648,51,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/056/295/GCA_002056295.1_ASM205629v1","bioproject_id"
1109743,"Streptomyces sp. SCSIO 03032","SCSIO 03032","PRJNA385202","SAMN06883772",6287980,73.5,5499,5243,55,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/128/305/GCA_002128305.1_ASM212830v1","bioproject_id"
2053832,"Bacillus sp. HBCD-sjtu","HBCD-sjtu","PRJNA418371","SAMN08026715",5230500,35.4,5653,5321,107,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/833/485/GCA_002833485.1_ASM283348v1","bioproject_id"
195248,"Synechococcus sp. PCC 8807","PCC 8807","PRJNA308952","SAMN04422305",3304090,49.3702,3179,3083,42,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/693/295/GCA_001693295.1_ASM169329v1","bioproject_id"
2048897,"Rhizobium sp. NXC24","NXC24","PRJNA415482","SAMN07823526",7302540,59.3722,6997,6706,55,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/944/315/GCA_002944315.1_ASM294431v1","bioproject_id"
492670,"Bacillus velezensis","KD1","PRJNA315577","SAMN04566106",3921970,46.7,3914,3715,86,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/752/685/GCA_001752685.2_ASM175268v2","bioproject_id"
492670,"Bacillus velezensis","SYBC H47","PRJNA344371","SAMN05821300",3884430,46.4,3835,3652,76,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/854/345/GCA_001854345.1_ASM185434v1","bioproject_id"
86185,"Pseudomonas lundensis","AU1044","PRJNA283442","SAMN03650284",4814260,58.7,4362,3982,74,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/020/725/GCA_001020725.2_ASM102072v2","bioproject_id"
1916956,"Synechococcus sp. SynAce01","SynAce01","PRJNA352894","SAMN06006676",2750630,63.9,2849,2715,44,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/885/215/GCA_001885215.1_ASM188521v1","bioproject_id"
563169,"Bacillus sp. SJ-10","SJ-10","PRJNA421716","SAMN08150386",4041650,46.4,4007,3816,86,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/843/505/GCA_002843505.1_ASM284350v1","bioproject_id"
1984801,"Streptomyces sp. CLI2509","CLI2905","PRJNA384988","SAMN06855397",7232700,73.2582,6274,5841,65,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/288/075/GCA_002288075.1_ASM228807v1","bioproject_id"
1981174,"Pseudomonas sp. M30-35","M30-35","PRJNA383617","SAMN06768091",4926950,54.3,4504,4361,63,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/163/625/GCA_002163625.1_ASM216362v1","bioproject_id"
336810,"Candidatus Sulcia muelleri","SMTANJAP","PRJNA450117","SAMN08939724",278298,22.5,297,256,30,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/215/265/GCA_003215265.1_ASM321526v1","bioproject_id"
1719,"Corynebacterium pseudotuberculosis","12C","PRJNA282769","SAMN03577816",2337450,52.2,2143,2012,48,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/017/615/GCA_001017615.1_ASM101761v1","bioproject_id"
573658,"Candidatus Hodgkinia cicadicola","TETLON2a","PRJNA385838","SAMN06932988",140417,46.5,179,128,17,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/846/175/GCA_002846175.1_ASM284617v1","bioproject_id"
36809,"Mycobacteroides abscessus","FLAC006","PRJNA315990","SAMN05244437",4891990,64.2,4864,4737,48,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/677/095/GCA_001677095.1_ASM167709v1","bioproject_id"
1685,"Bifidobacterium breve","NRBB56","PRJNA384068","SAMN06827911",2425120,58.9,2165,1940,54,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/425/GCA_002838425.1_ASM283842v1","bioproject_id"
550,"Enterobacter cloacae","AR_0050","PRJNA292904","SAMN04014891",4989550,54.9483,4912,4632,85,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/201/815/GCA_002201815.1_ASM220181v1","bioproject_id"
2217913,"Burkholderia sp. JP2-270","JP2-270","PRJNA474762","SAMN09373284",8925310,65.9484,8282,7599,67,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/233/675/GCA_003233675.1_ASM323367v1","bioproject_id"
615,"Serratia marcescens","AR_0099","PRJNA292904","SAMN04014940",5284830,59.7,5038,4855,87,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/997/125/GCA_002997125.1_ASM299712v1","bioproject_id"
1590,"Lactobacillus plantarum","LY-78","PRJNA309633","SAMN04437173",3128780,44.7686,3023,2835,64,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/715/615/GCA_001715615.1_ASM171561v1","bioproject_id"
61435,"Dehalococcoides mccartyi","KBTCE1","PRJNA376155","SAMN06350838",1388910,47.3,1502,1441,46,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/028/285/GCA_002028285.1_ASM202828v1","bioproject_id"
2104,"Mycoplasma pneumoniae","FH 2009","PRJNA328823","SAMN05391692",817275,40,792,700,36,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/901/705/GCA_001901705.1_ASM190170v1","bioproject_id"
382,"Sinorhizobium meliloti","B399","PRJNA361265","SAMN06229775",6472570,62.396,6493,5995,61,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/302/375/GCA_002302375.1_ASM230237v1","bioproject_id"
520,"Bordetella pertussis","H378","PRJNA266616","SAMN03249363",4107530,67.7,3966,3606,51,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/055/GCA_001605055.1_ASM160505v1","bioproject_id"
29459,"Brucella melitensis","BwIM_SAU_09","PRJNA347914","SAMN05932949",3311330,57.2358,3375,3146,55,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/191/915/GCA_002191915.1_ASM219191v1","bioproject_id"
747,"Pasteurella multocida","USDA-ARS-USMARC-60213","PRJNA281531","SAMN04622933",2327610,40.4,2187,2064,57,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/305/GCA_002859305.1_ASM285930v1","bioproject_id"
1390,"Bacillus amyloliquefaciens","MT45","PRJNA280245","SAMN03459122",3897520,46.1,3974,3752,81,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/209/305/GCA_002209305.1_ASM220930v1","bioproject_id"
1352,"Enterococcus faecium","2014-VREF-63","PRJNA358851","SAMN06472829",3238470,37.6168,3335,3074,69,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/025/065/GCA_002025065.1_ASM202506v1","bioproject_id"
1491,"Clostridium botulinum","CDC_67071","PRJNA301983","SAMN04262346",4352200,27.9701,4130,3874,81,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/775/GCA_001886775.1_ASM188677v1","bioproject_id"
2103,"Mycoplasma mycoides subsp. mycoides","Ben326","PRJNA280355","SAMN04479835",1109380,24,1013,978,29,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/554/115/GCA_001554115.1_ASM155411v1","bioproject_id"
224308,"Bacillus subtilis subsp. subtilis str. 168","168","PRJNA268543","SAMN03222589",4215620,43.5,4419,4255,86,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/789/275/GCA_000789275.1_ASM78927v1","bioproject_id"
670,"Vibrio parahaemolyticus","R13","PRJNA439331","SAMN08774111",5441280,45.2718,5332,5024,132,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/119/375/GCA_003119375.1_ASM311937v1","bioproject_id"
611301,"Xanthomonas citri pv. citri","AW16","PRJNA255042","SAMN02911851",5398260,64.6642,4907,4530,54,"plants",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/495/GCA_000961495.1_ASM96149v1","bioproject_id"
1496,"Clostridioides difficile","10-00078","PRJNA432093","SAMN08443877",4119750,28.6,3845,3535,89,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/946/035/GCA_002946035.1_ASM294603v1","bioproject_id"
1328325,"Klebsiella pneumoniae subsp. pneumoniae KPR0928","KPR0928","PRJNA198784","SAMN02786856",5436790,57.3174,5513,5286,85,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/717/515/GCA_000717515.1_ASM71751v1","bioproject_id"
64187,"Xanthomonas oryzae pv. oryzae","PXO563","PRJNA304675","SAMN04306151",4936310,63.7,4840,3933,53,"plants",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/746/715/GCA_001746715.1_ASM174671v1","bioproject_id"
401614,"Francisella tularensis subsp. novicida U112","U112","PRJNA236529","SAMN03107387",1910590,32.5,1846,1744,38,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/833/375/GCA_000833375.1_ASM83337v1","bioproject_id"
305,"Ralstonia solanacearum","SL3103","PRJNA396777","SAMN07430687",5618130,67.014,4987,4638,58,"plants",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/515/205/GCA_003515205.1_ASM351520v1","bioproject_id"
1718,"Corynebacterium glutamicum","AJ1511","PRJDB4751","SAMD00051291",3297990,54.3,3115,2873,60,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/355/675/GCA_002355675.1_ASM235567v1","bioproject_id"
13373,"Burkholderia mallei","Turkey4","PRJNA264186","SAMN03121651",5732600,68.3573,6151,5664,56,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/346/085/GCA_002346085.1_ASM234608v1","bioproject_id"
666,"Vibrio cholerae","E506","PRJNA301765","SAMN04256436",4062510,47.5311,3947,3718,103,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/887/475/GCA_001887475.1_ASM188747v1","bioproject_id"
1441,"Bacillus thuringiensis serovar morrisoni","BGSC 4AA1","PRJNA271502","SAMN03274640",6179900,35.0858,6554,6132,98,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/940/785/GCA_000940785.1_ASM94078v1","bioproject_id"
28450,"Burkholderia pseudomallei","1106a","PRJNA244406","SAMN02864954",7086430,68.2627,7269,6809,60,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/756/145/GCA_000756145.1_ASM75614v1","bioproject_id"
1071753,"Chlamydia trachomatis A/363","A/363","PRJEA71065","SAMEA2272666",1051530,41.2643,984,913,37,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/318/525/GCA_000318525.2_ASM31852v2","bioproject_id"
1308,"Streptococcus thermophilus","ST109","PRJNA482852","SAMN09715176",1788870,39.2,1906,1571,67,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/402/855/GCA_003402855.1_ASM340285v1","bioproject_id"
622,"Shigella dysenteriae","CFSAN010954","PRJNA218110","SAMN04316454",4971520,50.8,NA,NA,NA,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/949/875/GCA_002949875.1_ASM294987v1","bioproject_id"
446,"Legionella pneumophila","Philadelphia_1_ATCC","PRJNA323476","SAMN05180048",3447080,38.3,3139,3042,44,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/752/745/GCA_001752745.1_ASM175274v1","bioproject_id"
1307,"Streptococcus suis","90-1330","PRJNA295196","SAMN04044079",2146150,41.1,2192,2020,56,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/935/GCA_001610935.1_ASM161093v1","bioproject_id"
470,"Acinetobacter baumannii","IOMTU 433","PRJDB3154","SAMD00020223",4190320,39.1181,4038,3860,74,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/935/GCA_000828935.1_ASM82893v1","bioproject_id"
287,"Pseudomonas aeruginosa","NCGM 1900","PRJDB2972","SAMD00018700",6814940,66,6565,6373,69,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/829/275/GCA_000829275.1_ASM82927v1","bioproject_id"
1311,"Streptococcus agalactiae","CU_GBS_98","PRJNA274685","SAMN03331944",2029670,35.4,2129,1976,69,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/592/425/GCA_001592425.1_ASM159242v1","bioproject_id"
317,"Pseudomonas syringae","CFBP 2116","PRJEB24889","SAMEA104572225",6262490,57.9983,6113,5551,66,"plants",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/289/125/GCA_900289125.1_CFBP2116_finsihed_replicons","bioproject_id"
1392,"Bacillus anthracis","BA1035","PRJNA238135","SAMN03010427",5487260,35.2624,6100,5660,96,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/725/GCA_000832725.1_ASM83272v1","bioproject_id"
303,"Pseudomonas putida","KF715","PRJDB3359","SAMD00023463",7467690,61.3725,7100,6780,74,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/356/095/GCA_002356095.1_ASM235609v1","bioproject_id"
1009856,"Buchnera aphidicola str. USDA (Myzus persicae)","USDA","PRJNA66101","SAMN02641629",651306,25.4084,632,590,30,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/521/525/GCA_000521525.1_ASM52152v1","bioproject_id"
1314,"Streptococcus pyogenes","7F7","PRJNA238516","SAMN02644974",1709790,38.6,1715,1584,67,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/767/505/GCA_000767505.1_ASM76750v1","bioproject_id"
985080,"Helicobacter pylori 2018","2018","PRJNA62771","SAMN02603713",1562830,39.3,1557,1387,36,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/192/335/GCA_000192335.1_ASM19233v1","bioproject_id"
1386087,"Neisseria meningitidis LNP21362","LNP21362","PRJNA215160","SAMN03201679",2139960,51.8,2441,2114,59,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/816/165/GCA_000816165.1_ASM81616v1","bioproject_id"
727,"Haemophilus influenzae","67P38H1","PRJNA358390","SAMN06203648",1823100,38,1801,1657,57,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/966/655/GCA_002966655.1_ASM296665v1","bioproject_id"
1360,"Lactococcus lactis subsp. lactis","UL8","PRJNA320724","SAMN04956402",2459220,35.2949,2542,2346,62,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/078/855/GCA_002078855.1_ASM207885v1","bioproject_id"
451709,"Bacillus cereus 03BB108","03BB108","PRJNA235227","SAMN03107384",6068730,34.9176,6504,6123,105,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/865/GCA_000832865.1_ASM83286v1","bioproject_id"
632,"Yersinia pestis","Nicholisk 41","PRJNA240108","SAMN03216612",4700480,47.6065,4493,4180,70,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/834/885/GCA_000834885.1_ASM83488v1","bioproject_id"
869311,"Streptococcus pneumoniae SPN032672","SPN032672","PRJNA50809","SAMEA3138393",2131190,39.6,2362,2069,59,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/211/075/GCA_000211075.1_ASM21107v1","bioproject_id"
439855,"Escherichia coli SMS-3-5","SMS-3-5","PRJNA19469","SAMN02604066",5215380,50.4954,5336,4929,89,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/645/GCA_000019645.1_ASM1964v1","bioproject_id"
1306400,"Mycobacterium tuberculosis str. Beijing/NITR203","Beijing/NITR203","PRJNA193385","SAMN02603651",4411130,65.6,4294,4016,44,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/825/GCA_000364825.1_ASM36482v1","bioproject_id"
882096,"Listeria monocytogenes SLCC5850","SLCC5850","PRJEA51861","SAMEA2272672",2907140,38,2969,2836,67,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/307/045/GCA_000307045.1_ASM30704v1","bioproject_id"
1385721,"Campylobacter jejuni subsp. jejuni NCTC 11168-mcK12E5","NCTC 11168-mcK12E5","PRJNA215043","SAMN02316406",1641470,30.5,1718,1636,44,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/825/GCA_000830825.1_ASM83082v1","bioproject_id"
585143,"Staphylococcus aureus subsp. aureus 55/2053","55/2053","PRJNA34891","SAMN00103091",2777370,32.8162,2878,2693,51,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/160/335/GCA_000160335.2_ASM16033v2","bioproject_id"
990282,"Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1","UK-1","PRJNA63211","SAMN02602986",4911150,52.2152,5018,4773,85,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/213/635/GCA_000213635.1_ASM21363v1","bioproject_id"
941188,"Salmonella enterica subsp. enterica serovar Pomona str. ATCC 10729","ATCC 10729","PRJNA61431","SAMN00754430",4678020,52.2424,4793,4505,87,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/240/905/GCA_000240905.3_ASM24090v3","bioproject_id"
948563,"Staphylococcus aureus O46","O46","PRJNA62081","SAMN02469934",2791410,32.8,2858,2667,50,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/189/455/GCA_000189455.3_ASM18945v3","bioproject_id"
1385722,"Campylobacter jejuni subsp. jejuni NCTC 11168-mfK12E5","NCTC 11168-mfK12E5","PRJNA215043","SAMN02316407",1641470,30.5,1717,1636,44,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/845/GCA_000830845.1_ASM83084v1","bioproject_id"
882097,"Listeria monocytogenes SLCC2376","SLCC2376","PRJEA51863","SAMEA2272177",2840180,38.3,2864,2741,67,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/307/065/GCA_000307065.1_ASM30706v1","bioproject_id"
1310115,"Mycobacterium tuberculosis EAI5/NITR206","EAI5/NITR206","PRJNA193387","SAMN02603653",4390310,65.6,4272,3959,45,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/389/945/GCA_000389945.1_ASM38994v1","bioproject_id"
444450,"Escherichia coli O157:H7 str. EC4115","EC4115","PRJNA27739","SAMN02603441",5704170,50.386,6135,5697,105,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/125/GCA_000021125.1_ASM2112v1","bioproject_id"
869312,"Streptococcus pneumoniae SPN033038","SPN033038","PRJNA50811","SAMEA3138394",2133500,39.6,2365,2063,59,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/211/095/GCA_000211095.1_ASM21109v1","bioproject_id"
748678,"Yersinia pestis str. Pestoides B","Pestoides B","PRJNA240105","SAMN03218157",4794430,47.6161,4538,4248,71,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/834/925/GCA_000834925.1_ASM83492v1","bioproject_id"
