"S.NO","ID","PHYLA","CLASS","ORDER","FAMILY","GENUS","SPECIES","STRAIN","ENVIRONMENT","PLANTSPHERE","HOST PHENOTYPE","PGPT BLAST-HMM COUNT","KEGG/IMG PGPT COUNT","IMG ISOLATION SITE","IMG SAMPLE ID","GENOME SIZE","GENE COUNT","IMG PROTEIN_COUNT","IS PUBLIC","IMG SEUQNECING STATUS","NCBI TAX ID","NCBI BIOPROJECT ID","NCBI BIOSAMPLE ID","NCBI REFSEQ ID","NCBI GBK ID","NCBI ASSEMBLY ID","NCBI WGS","NCBI LINK"
"2791","PAB_0000002794","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sophoriradicis","Rhizobium sophoriradicis CCBAU 03470 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2628","not_announced","2738541333","7106503","6771","6696","Yes","Permanent Draft","1535245","not_announced","not_announced","not_announced","not_announced","not_announced","not_announced","link"
"2792","PAB_0000002795","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. ERR 1071","Rhizobium sp. ERR 1071 [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","2518","Leguminous nodules|Leguminous nodules","2806310413","6905126","6656","6579","Yes","Permanent Draft","2572677","PRJNA536633","SAMN11532579","GCF_007828675.1","GCA_007828675.1","ASM782867v1","VITM00000000.1","link"
"2793","PAB_0000002796","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. GV031","Rhizobium sp. GV031 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2374","Populus|Populus root|Populus|Populus root","2738541293","7065685","6987","6901","Yes","Permanent Draft","2135727","PRJNA443384","SAMN08779374","GCF_004345965.1","GCA_004345965.1","ASM434596v1","SLYM00000000.1","link"
"2794","PAB_0000002797","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. CF80","Rhizobium sp. CF80 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","2435","tree rhizosphere|Rhizosphere|Soil|tree|tree rhizosphere, Tennessee","2510917026","7046020","7619","7552","Yes","Permanent Draft","391","not_announced","not_announced","not_announced","not_announced","not_announced","not_announced","link"
"2795","PAB_0000002798","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. H4","Rhizobium sp. H4 [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","2400","root nodule|root nodule","2791355265","6539969","6328","6250","Yes","Permanent Draft","2035449","PRJNA403813","SAMN07627092","GCF_002531775.1","GCA_002531775.1","ASM253177v1","NWST00000000.1","link"
"2796","PAB_0000002799","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. IRBG74","Rhizobium sp. IRBG74 [PSYMB|PGPB]","Plants","not_announced","Plant Symbiont|PGPB","not_announced","2142","Sesbania,Rice","2654587994","5464982","5265","5185","Yes","Finished","424182","PRJEB4411","SAMEA3138824","GCF_000499645.1","GCA_000499645.1","IRBG74","not_available","link"
"2797","PAB_0000002800","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. J15","Rhizobium sp. J15 [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","2413","root nodule|root nodule","2791355261","6661293","6413","6337","Yes","Permanent Draft","2035450","PRJNA403813","SAMN07627102","GCF_002531825.1","GCA_002531825.1","ASM253182v1","NWSX00000000.1","link"
"2798","PAB_0000002801","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. JKLM13E","Rhizobium sp. JKLM13E [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","2726","Pisum sativum l.|pea root nodules|pea (Pisum sativum l.)|pea root nodules","2896569440","7570793","7517","7389","Yes","Finished","2582918","PRJNA543766","SAMN11783813","GCF_005860925.2","GCA_005860925.2","ASM586092v2","not_available","link"
"2799","PAB_0000002802","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. JKLM19E","Rhizobium sp. JKLM19E [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","2494","Pisum sativum l.|pea root nodules|pea (Pisum sativum l.)|pea root nodules","2896545022","6782610","6743","6614","Yes","Finished","2583232","PRJNA543972","SAMN11793187","GCF_005862185.2","GCA_005862185.2","ASM586218v2","not_available","link"
"2800","PAB_0000002803","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. Kim5","Rhizobium sp. Kim5 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2457","Phaseolus vulgaris|Phaseolus vulgaris|Phaseolus vulgaris|Phaseolus vulgaris","2775507240","6817255","6627","6528","Yes","Finished","2020311","PRJNA29555","SAMN02469451","GCF_000172695.2","GCA_000172695.2","ASM17269v2","not_available","link"
"2801","PAB_0000002804","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. L18","Rhizobium sp. L18 [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","2535","root nodule|root nodule","2791355267","7222458","6970","6896","Yes","Permanent Draft","2035451","PRJNA403813","SAMN07627166","GCF_002531905.1","GCA_002531905.1","ASM253190v1","NWSR00000000.1","link"
"2802","PAB_0000002805","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. L43","Rhizobium sp. L43 [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","2511","root nodule|root nodule","2791355266","7116587","6833","6741","Yes","Permanent Draft","2035452","PRJNA403813","SAMN07627167","GCF_002531725.1","GCA_002531725.1","ASM253172v1","NWSQ00000000.1","link"
"2803","PAB_0000002806","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. L9","Rhizobium sp. L9 [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","2364","root nodule|root nodule","2791355260","6598818","6425","6347","Yes","Permanent Draft","1340738","PRJNA403813","SAMN07627100","GCF_002531885.1","GCA_002531885.1","ASM253188v1","NWSZ00000000.1","link"
"2804","PAB_0000002807","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. LCM 4573","Rhizobium sp. LCM 4573 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","2071","Prosopis juliflora|soil from surrounding area|Prosopis juliflora|soil from surrounding area","2693429793","5521535","5307","5255","Yes","Permanent Draft","1848291","PRJNA321049","SAMN04964198","GCF_001854865.1","GCA_001854865.1","ASM185486v1","MDDW00000000.1","link"
"2805","PAB_0000002808","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. Leaf155","Rhizobium sp. Leaf155 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1849","Arabidopsis leaf|Arabidopsis|Arabidopsis leaf","2643221905","4942144","4678","4611","Yes","Permanent Draft","1736278","PRJNA297956","SAMN04151658","GCF_001424245.1","GCA_001424245.1","Leaf155","LMOT00000000.1","link"
"2806","PAB_0000002809","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. Leaf202","Rhizobium sp. Leaf202 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1840","Arabidopsis leaf|Arabidopsis|Arabidopsis leaf","2643221743","4785251","4489","4422","Yes","Permanent Draft","1735675","PRJNA297956","SAMN04151681","GCF_001421235.1","GCA_001421235.1","Leaf202","LMKD00000000.1","link"
"2807","PAB_0000002810","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. Leaf262","Rhizobium sp. Leaf262 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1934","Arabidopsis leaf|Arabidopsis|Arabidopsis leaf","2643221860","5046934","4826","4756","Yes","Permanent Draft","1736312","PRJNA297956","SAMN04151702","GCF_001422245.1","GCA_001422245.1","Leaf262","LMMM00000000.1","link"
"2808","PAB_0000002811","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. Leaf306","Rhizobium sp. Leaf306 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1805","Arabidopsis leaf|Arabidopsis|Arabidopsis leaf","2643221889","5009159","4756","4687","Yes","Permanent Draft","1736330","PRJNA297956","SAMN04151720","GCF_001423425.1","GCA_001423425.1","Leaf306","LMNX00000000.1","link"
"2809","PAB_0000002812","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. Leaf311","Rhizobium sp. Leaf311 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1807","Arabidopsis leaf|Arabidopsis|Arabidopsis leaf","2643221891","4845603","4628","4555","Yes","Permanent Draft","1736332","PRJNA297956","SAMN04151722","GCF_001423445.1","GCA_001423445.1","Leaf311","LMNZ00000000.1","link"
"2810","PAB_0000002813","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. Leaf321","Rhizobium sp. Leaf321 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1794","Arabidopsis leaf|Arabidopsis|Arabidopsis leaf","2643221896","4922079","4750","4683","Yes","Permanent Draft","1736335","PRJNA297956","SAMN04151725","GCF_001423215.1","GCA_001423215.1","Leaf321","LMOF00000000.1","link"
"2811","PAB_0000002814","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. Leaf341","Rhizobium sp. Leaf341 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1624","Arabidopsis leaf|Arabidopsis|Arabidopsis leaf","2643221915","4656797","4269","4205","Yes","Permanent Draft","1736344","PRJNA297956","SAMN04151734","GCF_001424325.1","GCA_001424325.1","Leaf341","LMPE00000000.1","link"
"2812","PAB_0000002815","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. Leaf371","Rhizobium sp. Leaf371 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1824","Arabidopsis leaf|Arabidopsis|Arabidopsis leaf","2643221931","5085899","4691","4625","Yes","Permanent Draft","1736355","PRJNA297956","SAMN04151745","GCF_001424045.1","GCA_001424045.1","Leaf371","LMQB00000000.1","link"
"2813","PAB_0000002816","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. Leaf383","Rhizobium sp. Leaf383 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1656","Arabidopsis leaf|Arabidopsis|Arabidopsis leaf","2643221933","5014728","4640","4573","Yes","Permanent Draft","1736357","PRJNA297956","SAMN04151747","GCF_001425345.1","GCA_001425345.1","Leaf383","LMQD00000000.1","link"
"2814","PAB_0000002817","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. Leaf384","Rhizobium sp. Leaf384 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1667","Arabidopsis leaf|Arabidopsis|Arabidopsis leaf","2643221934","4881596","4479","4411","Yes","Permanent Draft","1736358","PRJNA297956","SAMN04151748","GCF_001424065.1","GCA_001424065.1","Leaf384","LMQE00000000.1","link"
"2815","PAB_0000002818","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. Leaf386","Rhizobium sp. Leaf386 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","2258","Arabidopsis leaf|Arabidopsis|Arabidopsis leaf","2643221935","6577605","6390","6327","Yes","Permanent Draft","1736359","PRJNA297956","SAMN04151749","GCF_001424085.1","GCA_001424085.1","Leaf386","LMQF00000000.1","link"
"2816","PAB_0000002819","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. Leaf391","Rhizobium sp. Leaf391 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","2241","Arabidopsis leaf|Arabidopsis|Arabidopsis leaf","2643221936","6560665","6318","6244","Yes","Permanent Draft","1736360","PRJNA297956","SAMN04151750","GCF_001424505.1","GCA_001424505.1","Leaf391","LMQG00000000.1","link"
"2817","PAB_0000002820","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. Leaf453","Rhizobium sp. Leaf453 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","2180","Arabidopsis leaf|Arabidopsis|Arabidopsis leaf","2643221832","6368454","6153","6083","Yes","Permanent Draft","1736380","PRJNA297956","SAMN04151770","GCF_001425605.1","GCA_001425605.1","Leaf453","LMRG00000000.1","link"
"2818","PAB_0000002821","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. Leaf68","Rhizobium sp. Leaf68 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1836","Arabidopsis leaf|Arabidopsis|Arabidopsis leaf","2643221780","4784953","4485","4418","Yes","Permanent Draft","1736231","PRJNA297956","SAMN04151611","GCF_001421985.1","GCA_001421985.1","Leaf68","LMLQ00000000.1","link"
"2819","PAB_0000002822","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. M1","Rhizobium sp. M1 [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","2479","root nodule|root nodule","2791355262","6774204","6522","6442","Yes","Permanent Draft","2035453","PRJNA403813","SAMN07627093","GCF_002531805.1","GCA_002531805.1","ASM253180v1","NWSW00000000.1","link"
"2820","PAB_0000002823","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. M10","Rhizobium sp. M10 [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","2538","root nodule|root nodule","2791355256","6798008","6517","6435","Yes","Permanent Draft","1324586","PRJNA403813","SAMN07627094","GCF_002531955.1","GCA_002531955.1","ASM253195v1","NWTA00000000.1","link"
"2821","PAB_0000002824","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. N113","Rhizobium sp. N113 [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","2336","Phaseolus vulgaris|legume|Phaseolus vulgaris|legume-root nodule","2718218363","6524337","6256","6167","Yes","Finished","1703960","PRJNA293118","SAMN03998637","GCF_001664345.1","GCA_001664345.1","ASM166434v1","not_available","link"
"2822","PAB_0000002825","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. N1314","Rhizobium sp. N1314 [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","2288","Phaseolus vulgaris|legume|Phaseolus vulgaris|legume-root nodule","2728369397","6274511","6047","5956","Yes","Finished","1703961","PRJNA293118","SAMN03998638","GCF_001664305.1","GCA_001664305.1","ASM166430v1","not_available","link"
"2823","PAB_0000002826","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. N1341","Rhizobium sp. N1341 [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","2336","Phaseolus vulgaris|legume|Phaseolus vulgaris|legume-root nodule","2728369365","6555560","6343","6253","Yes","Finished","1703962","PRJNA293118","SAMN03998639","GCF_001664085.1","GCA_001664085.1","ASM166408v1","not_available","link"
"2824","PAB_0000002827","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. N324","Rhizobium sp. N324 [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","2468","Phaseolus vulgaris|legume|Phaseolus vulgaris|legume-root nodule","2718217927","6972593","6697","6607","Yes","Finished","1703969","PRJNA293118","SAMN03998646","GCF_001664485.1","GCA_001664485.1","ASM166448v1","not_available","link"
"2825","PAB_0000002828","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. N541","Rhizobium sp. N541 [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","2328","Phaseolus vulgaris|legume|Phaseolus vulgaris|legume-root nodule","2721755809","6438790","6147","6062","Yes","Finished","1703970","PRJNA293118","SAMN03998647","GCF_001675095.1","GCA_001675095.1","ASM167509v1","not_available","link"
"2826","PAB_0000002829","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. N561","Rhizobium sp. N561 [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","2330","Phaseolus vulgaris|legume|Phaseolus vulgaris|legume-root nodule","2718218009","6478651","6276","6187","Yes","Finished","1703963","PRJNA293118","SAMN03998640","GCF_001664265.1","GCA_001664265.1","ASM166426v1","not_available","link"
"2827","PAB_0000002830","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. N621","Rhizobium sp. N621 [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","2332","Phaseolus vulgaris|legume|Phaseolus vulgaris|legume-root nodule","2718218366","6425255","6191","6102","Yes","Finished","1703964","PRJNA293118","SAMN03998641","GCF_001664325.1","GCA_001664325.1","ASM166432v1","not_available","link"
"2828","PAB_0000002831","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. N6212","Rhizobium sp. N6212 [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","2332","Phaseolus vulgaris|legume|Phaseolus vulgaris|legume-root nodule","2721755514","6424414","6191","6102","Yes","Finished","1703965","PRJNA293118","SAMN03998642","GCF_001664465.1","GCA_001664465.1","ASM166446v1","not_available","link"
"2829","PAB_0000002832","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. N731","Rhizobium sp. N731 [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","2288","Phaseolus vulgaris|legume|Phaseolus vulgaris|legume-root nodule","2718218365","6274507","6049","5958","Yes","Finished","1703966","PRJNA293118","SAMN03998643","GCF_001664145.1","GCA_001664145.1","ASM166414v1","not_available","link"
"2830","PAB_0000002833","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. N741","Rhizobium sp. N741 [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","2337","Phaseolus vulgaris|legume|Phaseolus vulgaris|legume-root nodule","2718217882","6556348","6346","6256","Yes","Finished","1703967","PRJNA293118","SAMN03998644","GCF_001664545.1","GCA_001664545.1","ASM166454v1","not_available","link"
"2831","PAB_0000002834","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. N871","Rhizobium sp. N871 [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","2330","Phaseolus vulgaris|legume|Phaseolus vulgaris|legume-root nodule","2721755810","6479005","6276","6187","Yes","Finished","1703968","PRJNA293118","SAMN03998645","GCF_001664525.1","GCA_001664525.1","ASM166452v1","not_available","link"
"2832","PAB_0000002835","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. N941","Rhizobium sp. N941 [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","2326","Phaseolus vulgaris|legume|Phaseolus vulgaris|legume-root nodule","2718218423","6438183","6142","6057","Yes","Finished","1703971","PRJNA293118","SAMN03998648","GCF_001675075.1","GCA_001675075.1","ASM167507v1","not_available","link"
"2833","PAB_0000002836","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. NFACC06-2","Rhizobium sp. NFACC06-2 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2115","single colony isolate","2599185210","5624189","5308","5233","Yes","Permanent Draft","1566264","PRJNA265331","SAMN03159288","GCF_900101425.1","GCA_900101425.1","IMG-taxon 2599185210 annotated assembly","FMVA00000000.1","link"
"2834","PAB_0000002837","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. NFIX01","Rhizobium sp. NFIX01 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2105","single colony isolate|Endophytes|single colony isolate","2600255279","5605316","5335","5262","Yes","Permanent Draft","1566266","PRJNA265273","SAMN03159504","GCF_900111085.1","GCA_900111085.1","IMG-taxon 2600255279 annotated assembly","FOGA00000000.1","link"
"2835","PAB_0000002838","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. NFIX02","Rhizobium sp. NFIX02 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2105","single colony isolate|Endophytes|single colony isolate","2600255308","5611129","5332","5261","Yes","Permanent Draft","1566265","PRJNA265271","SAMN03159422","GCF_900104545.1","GCA_900104545.1","IMG-taxon 2600255308 annotated assembly","FMYC00000000.1","link"
"2836","PAB_0000002839","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. NFR03","Rhizobium sp. NFR03 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1899","single colony isolate|Endophytes|single colony isolate","2599185156","5403036","5118","5048","Yes","Permanent Draft","1566263","PRJNA265330","SAMN03159406","GCF_900111275.1","GCA_900111275.1","IMG-taxon 2599185156 annotated assembly","FOGR00000000.1","link"
"2837","PAB_0000002840","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. NFR07","Rhizobium sp. NFR07 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2360","single colony isolate|Endophytes|single colony isolate","2599185236","6875203","6661","6577","Yes","Permanent Draft","1566262","PRJNA265329","SAMN03159496","GCF_900111905.1","GCA_900111905.1","IMG-taxon 2599185236 annotated assembly","FOKM00000000.1","link"
"2838","PAB_0000002841","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. NFR12","Rhizobium sp. NFR12 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1728","single colony isolate|Endophytes|single colony isolate","2600254933","4750527","4541","4467","Yes","Permanent Draft","1566261","PRJNA265328","SAMN03159407","GCF_900108545.1","GCA_900108545.1","IMG-taxon 2600254933 annotated assembly","FNWM00000000.1","link"
"2839","PAB_0000002842","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. NFR17","Rhizobium sp. NFR17 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2348","single colony isolate|Endophytes|single colony isolate","2667528174","6435400","6226","6156","Yes","Permanent Draft","1566260","PRJNA265327","SAMN03159337","GCF_003269135.1","GCA_003269135.1","ASM326913v1","QLTG00000000.1","link"
"2840","PAB_0000002843","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. NXC14","Rhizobium sp. NXC14 [RHIZ|PSYMB|PGPB]","Plants","Rhizosphere","Plant Symbiont|PGPB","not_announced","2409","common bean (Phaseolus vulgaris L.)","2751185907","6686318","6506","6415","Yes","Finished","1981173","PRJNA383589","SAMN06767451","GCF_002117485.1","GCA_002117485.1","ASM211748v1","not_available","link"
"2841","PAB_0000002844","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. NXC24","Rhizobium sp. NXC24 [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","2554","Phaseolus vulgaris|plant nodule in agricultural field|Phaseolus vulgaris|plant nodule in agricultural field","2791355252","7302537","7010","6920","Yes","Finished","2048897","PRJNA415482","SAMN07823526","GCF_002944315.1","GCA_002944315.1","ASM294431v1","not_available","link"
"2842","PAB_0000002845","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. OK494","Rhizobium sp. OK494 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2623","Populus root endosphere|Populus|Populus root endosphere","2582581308","7413247","7055","6982","Yes","Permanent Draft","1500306","PRJNA247560","SAMN02787153","GCF_000746325.1","GCA_000746325.1","ASM74632v1","JQLA00000000.1","link"
"2843","PAB_0000002846","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. OK665","Rhizobium sp. OK665 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2193","Populus root endosphere|Populus|Populus root endosphere","2582581283","6030556","5747","5678","Yes","Permanent Draft","1500305","PRJNA247559","SAMN02787059","GCF_000745575.1","GCA_000745575.1","ASM74557v1","JQJO00000000.1","link"
"2844","PAB_0000002847","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. OV201","Rhizobium sp. OV201 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2467","Populus root endosphere|Populus|Populus root endosphere","2582581867","7184437","7080","7000","Yes","Permanent Draft","1500307","PRJNA247562","SAMN02787115","GCF_000745785.1","GCA_000745785.1","ASM74578v1","JQJZ00000000.1","link"
"2845","PAB_0000002848","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. PDO1-076","Rhizobium sp. PDO1-076 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1878","Populus deltoides|tree rhizosphere, Tennessee","2510461069","5505000","5480","5413","Yes","Permanent Draft","1125979","PRJNA78831","SAMN02470738","GCF_000247475.1","GCA_000247475.2","ASM24747v2","AHZC00000000.1","link"
"2846","PAB_0000002849","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. Pop5","Rhizobium sp. Pop5 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","2054","Phaseolus vulgaris|Phaseolus vulgaris nitrogen fixing nodule recovered from acid soils|Phaseolus vulgaris","2519899620","6499161","7071","7021","Yes","Permanent Draft","1223565","PRJNA172900","SAMN02469420","GCF_000295895.1","GCA_000295895.1","ASM29589v1","AMCP00000000.1","link"
"2847","PAB_0000002850","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. RAS22","Rhizobium sp. RAS22 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1981","Phyllosphere of Agave salmiana|Agave salmiana|Phyllosphere of Agave salmiana","2823698772","5342551","5202","5098","Yes","Permanent Draft","2587129","PRJNA546677","SAMN12024065","GCF_014190925.1","GCA_014190925.1","ASM1419092v1","JACHVW000000000.1","link"
