"reference","genus","species","accession","acc_text","accession","ncbi_nucid","ncbi_taxid","name","ncbi_spid","ncbi_species","species","subsp","formasp","candidatus","ncbi_taxid","name","ncbi_spid","ncbi_species"
"gbm00530.pdf","Bacillus","Bacillus flexus","AB021185","accession number (16S rRNA gene): AB021185 (IFO 15715).","AB021185","7209532","86664","Bacillus flexus","86664","Bacillus flexus","Bacillus flexus",FALSE,FALSE,FALSE,"86664","Bacillus flexus","86664","Bacillus flexus"
"gbm00530.pdf","Bacillus","Bacillus fordii","AY443034","accession number (16S rRNA gene): AY443034 (R-7190).","AY443034","38426909","254757","Bacillus farraginis","254757","Bacillus farraginis","Bacillus fordii",FALSE,FALSE,FALSE,"254759","Bacillus fordii","254759","Bacillus fordii"
"gbm00530.pdf","Bacillus","Bacillus fortis","AY443034","accession number (16S rRNA gene): AY443034 (R-6514).","AY443034","38426909","254757","Bacillus farraginis","254757","Bacillus farraginis","Bacillus fortis",FALSE,FALSE,FALSE,"254758","Bacillus fortis","254758","Bacillus fortis"
"gbm00530.pdf","Bacillus","Bacillus fumarioli","AJ250056","accession number (16S rRNA gene): AJ250056 (LMG 17489).","AJ250056","10636212","105229","Bacillus fumarioli","105229","Bacillus fumarioli","Bacillus fumarioli",FALSE,FALSE,FALSE,"105229","Bacillus fumarioli","105229","Bacillus fumarioli"
"gbm00530.pdf","Bacillus","Bacillus funiculus","AB049195","accession number (16S rRNA gene): AB049195 (NAF001).","AB049195","10566472","137993","Bacillus funiculus","137993","Bacillus funiculus","Bacillus funiculus",FALSE,FALSE,FALSE,"137993","Bacillus funiculus","137993","Bacillus funiculus"
"gbm00530.pdf","Bacillus","Bacillus fusiformis","AJ310083","accession number (16S rRNA gene): AJ310083 (DSM 2898).","AJ310083","13277207","28031","Lysinibacillus fusiformis","28031","Lysinibacillus fusiformis","Bacillus fusiformis",FALSE,FALSE,FALSE,"28031","Lysinibacillus fusiformis","28031","Lysinibacillus fusiformis"
"gbm00530.pdf","Bacillus","Bacillus galactosidilyticus","AJ535638","accession number (16S rRNA gene): AJ535638 (LMG 17892).","AJ535638","27368504","217031","Bacillus galactosidilyticus","217031","Bacillus galactosidilyticus","Bacillus galactosidilyticus",FALSE,FALSE,FALSE,"217031","Bacillus galactosidilyticus","217031","Bacillus galactosidilyticus"
"gbm00530.pdf","Bacillus","Bacillus gelatini","AJ551329","accession number (16S rRNA gene): AJ551329 (LMG 21880).","AJ551329","32399806","225985","Fictibacillus gelatini","225985","Fictibacillus gelatini","Bacillus gelatini",FALSE,FALSE,FALSE,"225985","Fictibacillus gelatini","225985","Fictibacillus gelatini"
"gbm00530.pdf","Bacillus","Bacillus gibsonii","X76446","accession number (16S rRNA gene): X76446 (DSM 8722).","X76446","498806","79881","Bacillus gibsonii","79881","Bacillus gibsonii","Bacillus gibsonii",FALSE,FALSE,FALSE,"79881","Bacillus gibsonii","79881","Bacillus gibsonii"
"gbm00530.pdf","Bacillus","Bacillus halmapalus","X76447","accession number (16S rRNA gene): X76447 (DSM 8723).","X76447","498807","79882","Bacillus halmapalus","79882","Bacillus halmapalus","Bacillus halmapalus",FALSE,FALSE,FALSE,"79882","Bacillus halmapalus","79882","Bacillus halmapalus"
"gbm00530.pdf","Bacillus","Bacillus halodurans","AJ302709","accession number (16S rRNA gene): AJ302709 (DSM 497).","AJ302709","11322382","86665","Bacillus halodurans","86665","Bacillus halodurans","Bacillus halodurans",FALSE,FALSE,FALSE,"86665","Bacillus halodurans","86665","Bacillus halodurans"
"gbm00530.pdf","Bacillus","Bacillus halophilus","AB021188","accession number (16S rRNA gene): AB021188 (DSM 4771).","AB021188","7209535","86666","Salimicrobium halophilum","86666","Salimicrobium halophilum","Bacillus halophilus",FALSE,FALSE,FALSE,"86666","Salimicrobium halophilum","86666","Salimicrobium halophilum"
"gbm00530.pdf","Bacillus","Bacillus horikoshii","AB043865","accession number (16S rRNA gene): AB043865 (DSM 8719).","AB043865","11414978","1076414","Bacillus horikoshii DSM 8719","79883","Bacillus horikoshii","Bacillus horikoshii",FALSE,FALSE,FALSE,"79883","Bacillus horikoshii","79883","Bacillus horikoshii"
"gbm00530.pdf","Bacillus","Bacillus horti","D87035","accession number (16S rRNA gene): D87035 (K13).","D87035","3218536","77523","Bacillus horti","77523","Bacillus horti","Bacillus horti",FALSE,FALSE,FALSE,"77523","Bacillus horti","77523","Bacillus horti"
"gbm00530.pdf","Bacillus","Bacillus hwajinpoensis","AF541966","accession number (16S rRNA gene): AF541966 (SW-72).","AF541966","23305900","208199","Bacillus hwajinpoensis","208199","Bacillus hwajinpoensis","Bacillus hwajinpoensis",FALSE,FALSE,FALSE,"208199","Bacillus hwajinpoensis","208199","Bacillus hwajinpoensis"
"gbm00530.pdf","Bacillus","Bacillus indicus","AJ583158","accession number (16S rRNA gene): AJ583158 (Sd/3).","AJ583158","34850282","246786","Bacillus indicus","246786","Bacillus indicus","Bacillus indicus",FALSE,FALSE,FALSE,"246786","Bacillus indicus","246786","Bacillus indicus"
"gbm00530.pdf","Bacillus","Bacillus infernus","U20385","accession number (16S rRNA gene): U20385 (Boone TH-23).","U20385","134034045","38072","Bacillus infernus","38072","Bacillus infernus","Bacillus infernus",FALSE,FALSE,FALSE,"38072","Bacillus infernus","38072","Bacillus infernus"
"gbm00530.pdf","Bacillus","Bacillus insolitus","X60642","accession number (16S rRNA gene): X60642 (DSM 5).","X60642","39498","1461","Psychrobacillus insolitus","1461","Psychrobacillus insolitus","Bacillus insolitus",FALSE,FALSE,FALSE,"1461","Psychrobacillus insolitus","1461","Psychrobacillus insolitus"
"gbm00530.pdf","Bacillus","Bacillus jeotgali","AF221061","accession number (16S rRNA gene): AF221061 (YKJ-10).","AF221061","8925908","129985","Bacillus jeotgali","129985","Bacillus jeotgali","Bacillus jeotgali",FALSE,FALSE,FALSE,"129985","Bacillus jeotgali","129985","Bacillus jeotgali"
"gbm00530.pdf","Bacillus","Bacillus krulwichiae","AB086897","accession number (16S rRNA gene): AB086897 (AM31D).","AB086897","27372882","199441","Bacillus krulwichiae","199441","Bacillus krulwichiae","Bacillus krulwichiae",FALSE,FALSE,FALSE,"199441","Bacillus krulwichiae","199441","Bacillus krulwichiae"
"gbm00530.pdf","Bacillus","Bacillus lentus","AB021189","accession number (16S rRNA gene): AB021189 (NCIMB 8773).","AB021189","7209536","1467","Bacillus lentus","1467","Bacillus lentus","Bacillus lentus",FALSE,FALSE,FALSE,"1467","Bacillus lentus","1467","Bacillus lentus"
"gbm00530.pdf","Bacillus","Bacillus licheniformis","X68416","accession number (16S rRNA gene): X68416 (DSM 13).","X68416","312031","1402","Bacillus licheniformis","1402","Bacillus licheniformis","Bacillus licheniformis",FALSE,FALSE,FALSE,"1402","Bacillus licheniformis","1402","Bacillus licheniformis"
"gbm00530.pdf","Bacillus","Bacillus luciferensis","AJ419629","accession number (16S rRNA gene): AJ419629 (LMG 18422).","AJ419629","21912394","178774","Bacillus luciferensis","178774","Bacillus luciferensis","Bacillus luciferensis",FALSE,FALSE,FALSE,"178774","Bacillus luciferensis","178774","Bacillus luciferensis"
"gbm00530.pdf","Bacillus","Bacillus macyae","AY032601","accession number (16S rRNA gene): AY032601 (JMM-4).","AY032601","13892035","157733","Anaerobacillus macyae","157733","Anaerobacillus macyae","Bacillus macyae",FALSE,FALSE,FALSE,"157733","Anaerobacillus macyae","157733","Anaerobacillus macyae"
"gbm00530.pdf","Bacillus","Bacillus marisflavi","AF483624","accession number (16S rRNA gene): AF483624 (TF-11).","AF483624","19548707","189381","Bacillus marisflavi","189381","Bacillus marisflavi","Bacillus marisflavi",FALSE,FALSE,FALSE,"189381","Bacillus marisflavi","189381","Bacillus marisflavi"
"gbm00530.pdf","Bacillus","Bacillus megaterium","D16273","accession number (16S rRNA gene): D16273 (IAM 13418).","D16273","457650","1404","Bacillus megaterium","1404","Bacillus megaterium","Bacillus megaterium",FALSE,FALSE,FALSE,"1404","Bacillus megaterium","1404","Bacillus megaterium"
"gbm00530.pdf","Bacillus","Bacillus methanolicus","X64465","accession number (16S rRNA gene): X64465;","X64465","297069","1471","Bacillus methanolicus","1471","Bacillus methanolicus","Bacillus methanolicus",FALSE,FALSE,FALSE,"1471","Bacillus methanolicus","1471","Bacillus methanolicus"
"gbm00530.pdf","Bacillus","Bacillus mojavensis","AB021191","accession number (16S rRNA gene): AB021191 (IFO 15718).","AB021191","7209538","72360","Bacillus mojavensis","72360","Bacillus mojavensis","Bacillus mojavensis",FALSE,FALSE,FALSE,"72360","Bacillus mojavensis","72360","Bacillus mojavensis"
"gbm00530.pdf","Bacillus","Bacillus mycoides","AB021192","accession number (16S rRNA gene): AB021192 (ATCC 6462).","AB021192","7209539","1405","Bacillus mycoides","1405","Bacillus mycoides","Bacillus mycoides",FALSE,FALSE,FALSE,"1405","Bacillus mycoides","1405","Bacillus mycoides"
"gbm00530.pdf","Bacillus","Bacillus naganoensis","AB021193","accession number (16S rRNA gene): AB021193 (ATCC 53909).","AB021193","7209540","52763","Pullulanibacillus naganoensis","52763","Pullulanibacillus naganoensis","Bacillus naganoensis",FALSE,FALSE,FALSE,"52763","Pullulanibacillus naganoensis","52763","Pullulanibacillus naganoensis"
"gbm00530.pdf","Bacillus","Bacillus nealsonii","AF234863","accession number (16S rRNA gene): AF234863 (FO-92).","AF234863","7107450","115979","Bacillus nealsonii","115979","Bacillus nealsonii","Bacillus nealsonii",FALSE,FALSE,FALSE,"115979","Bacillus nealsonii","115979","Bacillus nealsonii"
"gbm00530.pdf","Bacillus","Bacillus neidei","AF169520","accession number (16S rRNA gene): AF169520 (NRRL BD-87).","AF169520","9789067","101059","Viridibacillus neidei","101059","Viridibacillus neidei","Bacillus neidei",FALSE,FALSE,FALSE,"101059","Viridibacillus neidei","101059","Viridibacillus neidei"
"gbm00530.pdf","Bacillus","Bacillus niacini","AB021194","accession number (16S rRNA gene): AB021194 (IFO 15566).","AB021194","7209541","86668","Bacillus niacini","86668","Bacillus niacini","Bacillus niacini",FALSE,FALSE,FALSE,"86668","Bacillus niacini","86668","Bacillus niacini"
"gbm00530.pdf","Bacillus","Bacillus novalis","AJ542512","accession number (16S rRNA gene): AJ542512 (LMG 21837).","AJ542512","28865494","220687","Bacillus novalis","220687","Bacillus novalis","Bacillus novalis",FALSE,FALSE,FALSE,"220687","Bacillus novalis","220687","Bacillus novalis"
"gbm00530.pdf","Bacillus","Bacillus odysseyi","AF526913","accession number (16S rRNA gene): AF526913 (34hs-1).","AF526913","134133398","1220589","Lysinibacillus odysseyi 34hs-1 = NBRC 100172","202611","Lysinibacillus odysseyi","Bacillus odysseyi",FALSE,FALSE,FALSE,"202611","Lysinibacillus odysseyi","202611","Lysinibacillus odysseyi"
"gbm00530.pdf","Bacillus","Bacillus okuhidensis","AB047684","accession number (16S rRNA gene): AB047684 (GTC 854).","AB047684","15289753","136160","Bacillus okuhidensis","136160","Bacillus okuhidensis","Bacillus okuhidensis",FALSE,FALSE,FALSE,"136160","Bacillus okuhidensis","136160","Bacillus okuhidensis"
"gbm00530.pdf","Bacillus","Bacillus oleronius","X782492","accession number (16S rRNA gene): X782492 (DSM 9356).","X782492",NA,NA,NA,NA,NA,"Bacillus oleronius",FALSE,FALSE,FALSE,"38875","Bacillus oleronius","38875","Bacillus oleronius"
"gbm00530.pdf","Bacillus","Bacillus pseudalcaliphilus","X76449","accession number (16S rRNA gene): X76449 (DSM 8725).","X76449","498809","79884","Bacillus pseudalcaliphilus","79884","Bacillus pseudalcaliphilus","Bacillus pseudalcaliphilus",FALSE,FALSE,FALSE,"79884","Bacillus pseudalcaliphilus","79884","Bacillus pseudalcaliphilus"
"gbm00530.pdf","Bacillus","Bacillus pseudofirmus","X76439","accession number (16S rRNA gene): X76439 (DSM 8715).","X76439","498799","79885","Bacillus pseudofirmus","79885","Bacillus pseudofirmus","Bacillus pseudofirmus",FALSE,FALSE,FALSE,"79885","Bacillus pseudofirmus","79885","Bacillus pseudofirmus"
"gbm00530.pdf","Bacillus","Bacillus pseudomycoides","AF013121","accession number (16S rRNA gene): AF013121 (NRRL B-617).","AF013121","2331222","64104","Bacillus pseudomycoides","64104","Bacillus pseudomycoides","Bacillus pseudomycoides",FALSE,FALSE,FALSE,"64104","Bacillus pseudomycoides","64104","Bacillus pseudomycoides"
"gbm00530.pdf","Bacillus","Bacillus psychrodurans","AJ277984","accession number (16S rRNA gene): AJ277984 (DSM 11713).","AJ277984","8052199","126157","Psychrobacillus psychrodurans","126157","Psychrobacillus psychrodurans","Bacillus psychrodurans",FALSE,FALSE,FALSE,"126157","Psychrobacillus psychrodurans","126157","Psychrobacillus psychrodurans"
"gbm00530.pdf","Bacillus","Bacillus psychrosaccharolyticus","AB021195","accession number (16S rRNA gene): AB021195 (ATCC 23296).","AB021195","7209542","1174504","Bacillus psychrosaccharolyticus ATCC 23296","1407","Bacillus psychrosaccharolyticus","Bacillus psychrosaccharolyticus",FALSE,FALSE,FALSE,"1407","Bacillus psychrosaccharolyticus","1407","Bacillus psychrosaccharolyticus"
"gbm00530.pdf","Bacillus","Bacillus psychrotolerans","AJ277983","accession number (16S rRNA gene): AJ277983 (DSM 11706).","AJ277983","8052198","126156","Psychrobacillus psychrotolerans","126156","Psychrobacillus psychrotolerans","Bacillus psychrotolerans",FALSE,FALSE,FALSE,"126156","Psychrobacillus psychrotolerans","126156","Psychrobacillus psychrotolerans"
"gbm00530.pdf","Bacillus","Bacillus pumilus","X60637","accession number (16S rRNA gene): X60637 (NCDO 1766).","X60637","39772","1408","Bacillus pumilus","1408","Bacillus pumilus","Bacillus pumilus",FALSE,FALSE,FALSE,"1408","Bacillus pumilus","1408","Bacillus pumilus"
"gbm00530.pdf","Bacillus","Bacillus pycnus","AF169531","accession number (16S rRNA gene): AF169531 (NRS-1691).","AF169531","9789078","101070","Rummeliibacillus pycnus","101070","Rummeliibacillus pycnus","Bacillus pycnus",FALSE,FALSE,FALSE,"101070","Rummeliibacillus pycnus","101070","Rummeliibacillus pycnus"
"gbm00530.pdf","Bacillus","Bacillus schlegelii","AB042060","accession numbers (16S rRNA gene): Z26934 (DSM 2000) and AB042060 (ATCC 43741);","AB042060","29466636","1484","Hydrogenibacillus schlegelii","1484","Hydrogenibacillus schlegelii","Bacillus schlegelii",FALSE,FALSE,FALSE,"1484","Hydrogenibacillus schlegelii","1484","Hydrogenibacillus schlegelii"
"gbm00530.pdf","Bacillus","Bacillus selenitireducens","AF064704","accession number (16S rRNA gene): AF064704 (MLS10).","AF064704","4038082","439292","[Bacillus] selenitireducens MLS10","85683","[Bacillus] selenitireducens","Bacillus selenitireducens",FALSE,FALSE,FALSE,"85683","[Bacillus] selenitireducens","85683","[Bacillus] selenitireducens"
"gbm00530.pdf","Bacillus","Bacillus shackletonii","AJ250318","accession number (16S rRNA gene): AJ250318 (LMG 18435).","AJ250318","11064492","157838","Bacillus shackletonii","157838","Bacillus shackletonii","Bacillus shackletonii",FALSE,FALSE,FALSE,"157838","Bacillus shackletonii","157838","Bacillus shackletonii"
"gbm00530.pdf","Bacillus","Bacillus silvestris","AJ006086","accession number (16S rRNA gene): AJ006086 (HR3-23).","AJ006086","3892085","76853","Solibacillus silvestris","76853","Solibacillus silvestris","Bacillus silvestris",FALSE,FALSE,FALSE,"76853","Solibacillus silvestris","76853","Solibacillus silvestris"
"gbm00530.pdf","Bacillus","Bacillus simplex","AJ439078","accession number (16S rRNA gene): AJ439078 (DSM 1321).","AJ439078","19715994","1349754","Bacillus simplex NBRC 15720 = DSM 1321","1478","Bacillus simplex","Bacillus simplex",FALSE,FALSE,FALSE,"1478","Bacillus simplex","1478","Bacillus simplex"
"gbm00530.pdf","Bacillus","Bacillus siralis","AF071856","accession number (16S rRNA gene): AF071856 (171544).","AF071856","3328011","77777","Bacillus siralis","77777","Bacillus siralis","Bacillus siralis",FALSE,FALSE,FALSE,"77777","Bacillus siralis","77777","Bacillus siralis"
"gbm00530.pdf","Bacillus","Bacillus smithii","Z26935","accession number (16S rRNA gene): Z26935 (DSM 4216).","Z26935","511104","1479","Bacillus smithii","1479","Bacillus smithii","Bacillus smithii",FALSE,FALSE,FALSE,"1479","Bacillus smithii","1479","Bacillus smithii"
"gbm00530.pdf","Bacillus","Bacillus soli","AJ542513","accession number (16S rRNA gene): AJ542513 (LMG 21838).","AJ542513","28865495","220688","Bacillus soli","220688","Bacillus soli","Bacillus soli",FALSE,FALSE,FALSE,"220688","Bacillus soli","220688","Bacillus soli"
"gbm00530.pdf","Bacillus","Bacillus sonorensis","AF302118","accession number (16S rRNA gene): AF302118 (NRRL B-23154).","AF302118","11245220","119858","Bacillus sonorensis","119858","Bacillus sonorensis","Bacillus sonorensis",FALSE,FALSE,FALSE,"119858","Bacillus sonorensis","119858","Bacillus sonorensis"
"gbm00530.pdf","Bacillus","Bacillus sphaericus","AJ310084","accession number (16S rRNA gene): AJ310084 (DSM 28).","AJ310084","13277208","1421","Lysinibacillus sphaericus","1421","Lysinibacillus sphaericus","Bacillus sphaericus",FALSE,FALSE,FALSE,"1421","Lysinibacillus sphaericus","1421","Lysinibacillus sphaericus"
"gbm00530.pdf","Bacillus","Bacillus sporothermodurans","U49078","accession number (16S rRNA gene): U49078 (M215).","U49078","1220197","46224","Bacillus sporothermodurans","46224","Bacillus sporothermodurans","Bacillus sporothermodurans",FALSE,FALSE,FALSE,"46224","Bacillus sporothermodurans","46224","Bacillus sporothermodurans"
"gbm00530.pdf","Bacillus","Bacillus subterraneus","AY672638","accession number (16S rRNA gene): AY672638 (COOI3B).","AY672638","50541742","285983","Bacillus subterraneus","285983","Bacillus subterraneus","Bacillus subterraneus",FALSE,FALSE,FALSE,"285983","Bacillus subterraneus","285983","Bacillus subterraneus"
"gbm00530.pdf","Bacillus","Bacillus thermoamylovorans","L27478","accession number (16S rRNA gene): L27478 (CNCM I-1378).","L27478","3228362","35841","Bacillus thermoamylovorans","35841","Bacillus thermoamylovorans","Bacillus thermoamylovorans",FALSE,FALSE,FALSE,"35841","Bacillus thermoamylovorans","35841","Bacillus thermoamylovorans"
"gbm00530.pdf","Bacillus","Bacillus thermocloacae","Z26939","accession number (16S rRNA gene): Z26939 (DSM 5250).","Z26939","511108","33939","[Bacillus] thermocloacae","33939","[Bacillus] thermocloacae","Bacillus thermocloacae",FALSE,FALSE,FALSE,"33939","[Bacillus] thermocloacae","33939","[Bacillus] thermocloacae"
"gbm00530.pdf","Bacillus","Bacillus thuringiensis","D16281","accession number (16S rRNA gene): D16281 (IAM 12077).","D16281","457643","1428","Bacillus thuringiensis","1428","Bacillus thuringiensis","Bacillus thuringiensis",FALSE,FALSE,FALSE,"1428","Bacillus thuringiensis","1428","Bacillus thuringiensis"
"gbm00530.pdf","Bacillus","Bacillus tusciae","AB042062","accession number (16S rRNA gene): AB042062 (IFO 15312).","AB042062","29466638","562970","Kyrpidia tusciae DSM 2912","33943","Kyrpidia tusciae","Bacillus tusciae",FALSE,FALSE,FALSE,"33943","Kyrpidia tusciae","33943","Kyrpidia tusciae"
"gbm00530.pdf","Bacillus","Bacillus vallismortis","AB021198","accession number (16S rRNA gene): AB021198 (DSM 11031).","AB021198","7209545","72361","Bacillus vallismortis","72361","Bacillus vallismortis","Bacillus vallismortis",FALSE,FALSE,FALSE,"72361","Bacillus vallismortis","72361","Bacillus vallismortis"
"gbm00530.pdf","Bacillus","Bacillus vedderi","Z48306","accession number (16S rRNA gene): Z48306 (JaH).","Z48306","669063","38282","[Bacillus] vedderi","38282","[Bacillus] vedderi","Bacillus vedderi",FALSE,FALSE,FALSE,"38282","[Bacillus] vedderi","38282","[Bacillus] vedderi"
"gbm00530.pdf","Bacillus","Bacillus vietnamensis","AB099708","accession number (16S rRNA gene): AB099708.","AB099708","32261165","218284","Bacillus vietnamensis","218284","Bacillus vietnamensis","Bacillus vietnamensis",FALSE,FALSE,FALSE,"218284","Bacillus vietnamensis","218284","Bacillus vietnamensis"
"gbm00530.pdf","Bacillus","Bacillus vireti","AJ542509","accession number (16S rRNA gene): AJ542509 (LMG 21834).","AJ542509","28865491","1131730","Bacillus vireti LMG 21834","220686","Bacillus vireti","Bacillus vireti",FALSE,FALSE,FALSE,"220686","Bacillus vireti","220686","Bacillus vireti"
"gbm00530.pdf","Bacillus","Bacillus weihenstephanensis","AB021199","accession number (16S rRNA gene): AB021199 (DSM 11821).","AB021199","7209546","86662","Bacillus weihenstephanensis","86662","Bacillus weihenstephanensis","Bacillus weihenstephanensis",FALSE,FALSE,FALSE,"86662","Bacillus weihenstephanensis","86662","Bacillus weihenstephanensis"
"gbm00530.pdf","Bacillus","Bacillus agrestis",NA,NA,NA,NA,NA,NA,NA,NA,"Bacillus agrestis",FALSE,FALSE,FALSE,NA,NA,NA,NA
"gbm00530.pdf","Bacillus","Bacillus aminovorans",NA,NA,NA,NA,NA,NA,NA,NA,"Bacillus aminovorans",FALSE,FALSE,FALSE,"29332","Domibacillus aminovorans","29332","Domibacillus aminovorans"
"gbm00530.pdf","Bacillus","Bacillus freudenreichii",NA,NA,NA,NA,NA,NA,NA,NA,"Bacillus freudenreichii",FALSE,FALSE,FALSE,"1783501","Bacillus freudenreichii","1783501","Bacillus freudenreichii"
"gbm00530.pdf","Bacillus","Bacillus macroides",NA,NA,NA,NA,NA,NA,NA,NA,"Bacillus macroides",FALSE,FALSE,FALSE,"33935","Lysinibacillus macroides","33935","Lysinibacillus macroides"
"gbm00530.pdf","Bacillus","Bacillus pacificus",NA,NA,NA,NA,NA,NA,NA,NA,"Bacillus pacificus",FALSE,FALSE,FALSE,"2026187","Bacillus pacificus","2026187","Bacillus pacificus"
"gbm00530.pdf","Bacillus","Bacillus xerothermodurans",NA,NA,NA,NA,NA,NA,NA,NA,"Bacillus xerothermodurans",FALSE,FALSE,FALSE,"1977292","Bacillus xerothermodurans","1977292","Bacillus xerothermodurans"
"gbm00530.pdf","Bacillus","Bacillus thermantarcticus",NA,"accession number (16S rRNA gene): not available.",NA,NA,NA,NA,NA,NA,"Bacillus thermantarcticus",FALSE,FALSE,FALSE,"186116","Parageobacillus thermantarcticus","186116","Parageobacillus thermantarcticus"
"gbm00530.pdf","Bacillus","Bacillus edaphicus","AF006076","accession number (16S rRNA gene): AF006076.","AF006076","3273475","61623","Paenibacillus edaphicus","61623","Paenibacillus edaphicus","Bacillus edaphicus",FALSE,FALSE,FALSE,"61623","Paenibacillus edaphicus","61623","Paenibacillus edaphicus"
"gbm00530.pdf","Bacillus","Bacillus mucilaginosus","AF006077","accession number (16S rRNA gene): AF006077.","AF006077","3273476","61624","Paenibacillus mucilaginosus","61624","Paenibacillus mucilaginosus","Bacillus mucilaginosus",FALSE,FALSE,FALSE,"61624","Paenibacillus mucilaginosus","61624","Paenibacillus mucilaginosus"
"gbm00531.pdf","Cerasibacillus","Cerasibacillus quisquiliarum","AB107894","accession number (16S rRNA gene): AB107894 (BLx).","AB107894","32170694","227865","Cerasibacillus quisquiliarum","227865","Cerasibacillus quisquiliarum","Cerasibacillus quisquiliarum",FALSE,FALSE,FALSE,"227865","Cerasibacillus quisquiliarum","227865","Cerasibacillus quisquiliarum"
"gbm00532.pdf","Filobacillus","Filobacillus milosensis",NA,NA,NA,NA,NA,NA,NA,NA,"Filobacillus milosensis",FALSE,FALSE,FALSE,"94137","Filobacillus milosensis","94137","Filobacillus milosensis"
"gbm00533.pdf","Geobacillus","Geobacillus stearothermophilus","AJ294817","accession number (16S rRNA gene): AJ294817 (DSM 22).","AJ294817","10443141","1422","Geobacillus stearothermophilus","1422","Geobacillus stearothermophilus","Geobacillus stearothermophilus",FALSE,FALSE,FALSE,"1422","Geobacillus stearothermophilus","1422","Geobacillus stearothermophilus"
"gbm00533.pdf","Geobacillus","Geobacillus caldoxylosilyticus","AF067651","accession number (16S rRNA gene): AF067651 (ATCC 700356).","AF067651","3811349","81408","Parageobacillus caldoxylosilyticus","81408","Parageobacillus caldoxylosilyticus","Geobacillus caldoxylosilyticus",FALSE,FALSE,FALSE,"81408","Parageobacillus caldoxylosilyticus","81408","Parageobacillus caldoxylosilyticus"
"gbm00533.pdf","Geobacillus","Geobacillus debilis","AJ564616","accession number (16S rRNA gene): AJ564616 (Tf).","AJ564616","31414367","301148","Caldibacillus debilis","301148","Caldibacillus debilis","Geobacillus debilis",FALSE,FALSE,FALSE,"301148","Caldibacillus debilis","301148","Caldibacillus debilis"
"gbm00533.pdf","Geobacillus","Geobacillus gargensis","AY193888","accession number (16S rRNA gene): AY193888 (Ga).","AY193888","28395524","33938","Geobacillus thermocatenulatus","33938","Geobacillus thermocatenulatus","Geobacillus gargensis",FALSE,FALSE,FALSE,"33938","Geobacillus thermocatenulatus","33938","Geobacillus thermocatenulatus"
"gbm00533.pdf","Geobacillus","Geobacillus jurassicus","AY312404","accession number (16S rRNA gene): AY312404 (DS1).","AY312404","32442349","235932","Geobacillus jurassicus","235932","Geobacillus jurassicus","Geobacillus jurassicus",FALSE,FALSE,FALSE,"235932","Geobacillus jurassicus","235932","Geobacillus jurassicus"
"gbm00533.pdf","Geobacillus","Geobacillus kaustophilus","X60618","accession number (16S rRNA gene): X60618 (NCIMB 8547).","X60618","39549","1220595","Geobacillus kaustophilus NBRC 102445","1462","Geobacillus kaustophilus","Geobacillus kaustophilus",FALSE,FALSE,FALSE,"1462","Geobacillus kaustophilus","1462","Geobacillus kaustophilus"
"gbm00533.pdf","Geobacillus","Geobacillus lituanicus","AY044055","accession number (16S rRNA gene): AY044055 (N-3).","AY044055","22654307","169283","Geobacillus lituanicus","169283","Geobacillus lituanicus","Geobacillus lituanicus",FALSE,FALSE,FALSE,"169283","Geobacillus lituanicus","169283","Geobacillus lituanicus"
"gbm00533.pdf","Geobacillus","Geobacillus pallidus","Z26930","accession number (16S rRNA gene): Z26930 (DSM 3670).","Z26930","511101","33936","Aeribacillus pallidus","33936","Aeribacillus pallidus","Geobacillus pallidus",FALSE,FALSE,FALSE,"33936","Aeribacillus pallidus","33936","Aeribacillus pallidus"
"gbm00533.pdf","Geobacillus","Geobacillus subterraneus","AF276306","accession number (16S rRNA gene): AF276306 (34).","AF276306","8575827","129338","Geobacillus subterraneus","129338","Geobacillus subterraneus","Geobacillus subterraneus",FALSE,FALSE,FALSE,"129338","Geobacillus subterraneus","129338","Geobacillus subterraneus"
"gbm00533.pdf","Geobacillus","Geobacillus tepidamans","AY563003","accession number (16S rRNA gene): AY563003 (GS5-97).","AY563003","45272587","265948","Anoxybacillus tepidamans","265948","Anoxybacillus tepidamans","Geobacillus tepidamans",FALSE,FALSE,FALSE,"265948","Anoxybacillus tepidamans","265948","Anoxybacillus tepidamans"
"gbm00533.pdf","Geobacillus","Geobacillus thermocatenulatus","Z26926","accession number (16S rRNA gene): Z26926 (DSM 730).","Z26926","511110","33938","Geobacillus thermocatenulatus","33938","Geobacillus thermocatenulatus","Geobacillus thermocatenulatus",FALSE,FALSE,FALSE,"33938","Geobacillus thermocatenulatus","33938","Geobacillus thermocatenulatus"
"gbm00533.pdf","Geobacillus","Geobacillus thermodenitrificans","Z26928","accession number (16S rRNA gene): Z26928 (DSM 465).","Z26928","511111","1413215","Geobacillus thermodenitrificans subsp. thermodenitrificans DSM 465","33940","Geobacillus thermodenitrificans","Geobacillus thermodenitrificans",FALSE,FALSE,FALSE,"33940","Geobacillus thermodenitrificans","33940","Geobacillus thermodenitrificans"
"gbm00533.pdf","Geobacillus","Geobacillus thermoglucosidasius","AB021197","accession number (16S rRNA gene): AB021197 (ATCC 43742).","AB021197","7209544","1426","Parageobacillus thermoglucosidans","1426","Parageobacillus thermoglucosidans","Geobacillus thermoglucosidasius",FALSE,FALSE,FALSE,"1426","Parageobacillus thermoglucosidans","1426","Parageobacillus thermoglucosidans"
